,i_x,i_y,i_z,t_x,t_y,t_z,r1,r2,r3,r1dot,r2dot,r3dot,u1,u2,u3,t
94,-727.9399559920545,23063.500532515664,4633.850709961407,-16965.344870140154,-46722.223184828435,5404.635480612702,84607.039804,5571.3032343,-18239.700268,1.4103470754,1.7806711298,-0.090382005558,-8.7271881124e-06,3.9703358699e-06,6.4928254678e-06,75350.70140280561
95,-2867.2091602643577,25433.64184736422,5512.147051270759,-17046.370063252798,-46898.81319661997,3149.8776513117245,85710.812522,6993.4361108,-18309.445579,1.3769564657,1.7741107634,-0.087007275721,-8.6099133372e-06,4.0827904337e-06,6.5275119748e-06,76152.30460921844
96,-4966.616472525474,27438.52048788348,6311.5374196413795,-17092.47281754254,-46979.32287417762,888.6667571017349,86788.632287,8409.8302985,-18376.755775,1.3445801572,1.7669517492,-0.08396946981,-8.4997271743e-06,4.1935034894e-06,6.5622041301e-06,76953.90781563126
97,-7012.109296562465,29141.24562264908,7041.576546859301,-17103.558674884483,-46963.58725551608,-1374.3647300026992,87841.283251,9820.0430917,-18441.888121,1.3131820775,1.7592404595,-0.081252601914,-8.3961750684e-06,4.3023678783e-06,6.5968269749e-06,77755.51102204408
98,-8996.34080287186,30587.31549448036,7709.6951706205155,-17079.60491609668,-46851.6385559376,-3634.58060682941,88869.521563,11223.665979,-18505.087761,1.2827272942,1.7510195513,-0.078841550228,-8.2988322469e-06,4.4092972102e-06,6.6313134935e-06,78557.11422845692
99,-10915.43310773155,31810.773518412258,8321.76862112026,-17020.66062941994,-46643.70616284316,-5887.350410547832,89874.076298,12620.321919,-18566.588369,1.2531820319,1.7423282852,-0.076722008156,-8.2073018044e-06,4.5142231224e-06,6.6656038424e-06,79358.71743486974
100,-12767.379368275382,32837.857428635165,8882.51634075716,-16926.8465776974,-46340.216076354474,-8128.058945112678,90855.650388,14009.662853,-18626.612767,1.2245136763,1.7332028162,-0.074880437516,-8.121212883e-06,4.6170928787e-06,6.6996446522e-06,80160.32064128257
101,-14551.201911977849,33689.27972469848,9395.782075026982,-16798.354939814024,-45941.79000564358,-10352.115750103596,91814.921546,15391.367429,-18685.373508,1.1966907698,1.7236764577,-0.073304023932,-8.0402189505e-06,4.7178672677e-06,6.733388396e-06,80961.92384769539
102,-16266.485658789676,34381.71630992666,9864.732938906005,-16635.448954789394,-45449.24420012302,-12554.964455995107,92752.543188,16765.13891,-18743.073415,1.1696829985,1.713779923,-0.071980634458,-7.9639961758e-06,4.8165187633e-06,6.7667928184e-06,81763.52705410821
103,-17913.108766396224,34928.814530849515,10292.00329021465,-16438.4623709439,-44863.58774521941,-14732.092132567388,93669.145331,18130.703274,-18799.906103,1.1434611733,1.7035415436,-0.070898777427,-7.892241902e-06,4.9130299144e-06,6.7998204187e-06,82565.13026052105
104,-19491.081901599755,35341.89706599163,10679.800520737976,-16207.79874680462,-44186.02045232137,-16879.038563041242,94565.335476,19487.807457,-18856.056455,1.1179972066,1.692987469,-0.07004756448,-7.8246732137e-06,5.007391935e-06,6.8324379849e-06,83366.73346693387
105,-21000.4494726755,35630.46657531175,11029.98410968387,-15943.930635738669,-43417.930432498266,-18991.405360123546,95441.699472,20836.217757,-18911.701084,1.0932640851,1.682141849,-0.069416674748,-7.7610255949e-06,5.0996034716e-06,6.8646161716e-06,84168.3366733467
106,-22441.227161627787,35802.57590932774,11344.125562366366,-15647.398617430765,-42560.891251739464,-21064.864968761343,96298.80235,22175.718357,-18967.008756,1.0692358399,1.6710269983,-0.068996321088,-7.7010516757e-06,5.1896695243e-06,6.896329119e-06,84969.93987975952
107,-23813.361179400228,35865.10500851482,11623.554405957804,-15318.810188828475,-41616.658702596294,-23095.16954582607,97137.189135,23506.109979,-19022.140795,1.0458875148,1.6596635483,-0.068777218318,-7.6445200607e-06,5.2776005033e-06,6.9275541091e-06,85771.54308617234
108,-25116.70057771344,35823.97163455696,11869.39384072855,-14958.838520995436,-40587.16721099865,-25078.15966395485,97957.385635,24827.208644,-19077.251459,1.0231951333,1.6480705844,-0.06875055335,-7.5912142382e-06,5.3634114039e-06,6.9582712542e-06,86573.14629258517
109,-26350.97733665727,35684.29424180087,12082.588584131427,-14568.22107856312,-39474.52586946982,-27009.772824050528,98759.899194,26138.844533,-19132.488298,1.0011356648,1.6362657715,-0.068907957141,-7.5409315627e-06,5.4471210857e-06,6.9884632167e-06,87374.749498998
110,-27515.790943805914,35450.51946622792,12263.926698264639,-14147.758108426171,-38281.014114941645,-28886.051779142563,99545.219427,27440.86094,-19187.99249,0.97968699062,1.6242654688,-0.069241478358,-7.493482308e-06,5.5287516431e-06,7.0181149544e-06,88176.35270541083
111,-28610.595286207095,35126.52313765277,12414.056710940293,-13698.311002293662,-37009.07706429258,-30703.152647541567,100313.81892,28733.113313,-19243.89915,0.9588278695,1.6120848343,-0.069743558679,-7.4486887867e-06,5.6083278556e-06,7.047213492e-06,88977.95591182365
112,-29634.68638835054,34715.69112728645,12533.500974064851,-13220.80053103137,-35661.32050258185,-32457.35278362468,101066.15391,30015.468359,-19300.337634,0.93853790406,1.5997379205,-0.07040700962,-7.4063845309e-06,5.685876708e-06,7.0757477132e-06,89779.55911823647
113,-30587.189938475607,34220.98460903544,12622.665945063241,-12716.204957928678,-34240.50554362054,-34145.058404223186,101802.66494,31287.803238,-19357.431816,0.91879750725,1.5872377619,-0.071224990823,-7.3664135303e-06,5.7614269728e-06,7.1037081737e-06,90581.1623246493
114,-31467.047748478057,33644.99323395833,12681.84990645021,-12185.55803408369,-32749.54297211578,-35762.81194797389,102523.77746,32550.004805,-19415.300344,0.89958786961,1.574596455,-0.072190989696,-7.3286295249e-06,5.8350088462e-06,7.1310869316e-06,91382.76553106212
115,-32273.002450025237,32989.978674560065,12711.248466205187,-11629.946884900985,-31191.487292194495,-37307.299163026604,103229.90246,33801.968919,-19474.056899,0.88089092727,1.5618252313,-0.073298802335,-7.2928953468e-06,5.9066536313e-06,7.1578773946e-06,92184.36873747496
116,-33003.57973447728,32257.91053060248,12710.958092010247,-11050.50977093586,-29569.530436496076,-38775.35591064404,103921.43699,35043.5998,-19533.810419,0.86268933081,1.5489345245,-0.074542515649,-7.2590823098e-06,5.9763934638e-06,7.1840741813e-06,92985.97194388778
117,-33657.06739909865,31450.496131593325,12680.97783470849,-10448.433778237708,-27886.995289091294,-40163.97460011844,104598.76478,36274.809445,-19594.665321,0.84496641513,1.5359340317,-0.075916490601,-7.2270696407e-06,6.044261073e-06,7.2096729961e-06,93787.5751503006
118,-34231.49044161431,30569.205337911368,12621.209307985902,-9824.952352937682,-26147.32878418625,-41470.31044142847,105262.2567,37495.517076,-19656.721711,0.8277061702,1.5228327703,-0.07741534651,-7.1967439524e-06,6.1102895759e-06,7.2346705161e-06,94589.17835671343
119,-34724.581146025244,29615.291465361443,12531.454937464327,-9181.342815904653,-24354.09496127859,-42691.68714851289,105912.2713,38705.648642,-19720.075576,0.81089321292,1.5096391289,-0.079033946332,-7.1679987535e-06,6.174512299e-06,7.2590642884e-06,95390.78156312625
120,-35133.743038333676,28589.808970084014,12411.414384854186,-8518.923702532698,-22510.967541813297,-43825.602547173425,106549.15527,39905.13635,-19784.818969,0.79451275998,1.4963609152,-0.080767382867,-7.1407339928e-06,6.2369626245e-06,7.2828526375e-06,96192.38476953909
121,-35456.0071662995,27493.628715560153,12260.679006126955,-7839.052101532161,-20621.722515066016,-44869.73359680199,107173.24393,41093.918233,-19851.040184,0.77855060178,1.4830053995,-0.082610965819,-7.1148556355e-06,6.2976738591e-06,7.3060345818e-06,96993.98797595191
122,-35687.97874771891,26327.45147734745,12078.724090531465,-7143.120841901202,-18690.2303107099,-45821.941225742186,107784.86163,42271.937756,-19918.823919,0.76299307736,1.4695793547,-0.084560209671,-7.09027527e-06,6.3566791206e-06,7.328609757e-06,97795.59118236473
123,-35825.77164937915,25091.820401065634,11864.898525519953,-6432.55566240076,-16720.447933474243,-46680.274668750826,108384.32219,43439.143442,-19988.251432,0.74782705042,1.4560890931,-0.086610822303,-7.066909742e-06,6.4140112421e-06,7.3505783484e-06,98597.19438877756
124,-35864.927133821126,23787.13328591391,11618.411363539337,-5708.812279403302,-14716.41082523879,-47442.97547860864,108971.92931,44595.488533,-20059.400686,0.73303988625,1.4425405003,-0.088758694315,-7.0446808134e-06,6.4697026906e-06,7.3719410278e-06,99398.79759519038
125,-35800.31242097423,22413.655712926382,11338.314621901402,-4973.373402924073,-12682.22459287129,-48108.481140389056,109547.97695,45740.93067,-20132.346489,0.71861942975,1.4289390665,-0.090999889009,-7.0235148465e-06,6.523785498e-06,7.3926988981e-06,100200.4008016032
126,-35625.99261316285,20971.536533657494,11023.481354386166,-4227.7457147670075,-10622.05664113161,-48675.42823719182,110112.74968,46875.431604,-20207.160624,0.70455398435,1.4152899151,-0.093330632981,-7.0033425085e-06,6.5762912038e-06,7.4128534419e-06,101002.00400801604
127,-35335.06706900515,19460.827877241267,10672.577678610296,-3473.456752911199,-8540.12755450204,-49142.65529606311,110666.52306,47998.956918,-20283.911972,0.69083229189,1.4015978292,-0.095747307282,-6.9840984977e-06,6.6272508075e-06,7.4324064756e-06,101803.60721442886
128,-34919.45745498103,17881.51307453103,10284.026933678764,-2712.0518294388908,-6440.702582097678,-49509.205098673614,111209.56396,49111.475777,-20362.666633,0.67744351334,1.3878672762,-0.098246439121,-6.9657212881e-06,6.6766947293e-06,7.4513601079e-06,102605.21042084169
129,-34369.62939108665,16233.547714766357,9855.963461797337,-1945.0907852396208,-4328.082679319696,-49774.32673741248,111742.13086,50212.960691,-20443.488031,0.66437721053,1.3741024302,-0.10082469406,-6.9481528913e-06,6.7246527787e-06,7.4697167018e-06,103406.81362725451
130,-33674.22015775539,14516.922616484053,9386.172361699899,-1174.1448582165417,-2206.5958733389316,-49937.477084301216,112264.47421,51303.387298,-20526.437024,0.65162332855,1.3603071928,-0.10347886869,-6.9313386347e-06,6.7711541294e-06,7.4874788409e-06,104208.41683366733
131,-32819.530655301685,12731.763591264062,8872.009968714063,-400.7934931623479,-80.58847658107868,-49998.32185510343,112776.83668,52382.734162,-20611.572001,0.63917217905,1.3464852126,-0.10620588372,-6.9152269555e-06,6.8162272998e-06,7.5046492981e-06,105010.02004008017
132,-31788.81688146099,10878.493722665136,8310.297463097128,373.37895250805866,2045.5839799123544,-49956.73637914977,113279.45345,53450.982581,-20698.948977,0.62701442432,1.3326399028,-0.10900277748,-6.8997692074e-06,6.8599001389e-06,7.5212310083e-06,105811.62324649299
133,-30561.27458821199,8958.105465284452,7697.176108633926,1146.7864667308347,4167.565703423222,-49812.80588010886,113772.5525,54508.116415,-20788.621682,0.61514106206,1.3187744574,-0.11186669983,-6.8849194813e-06,6.9021998157e-06,7.5372270426e-06,106613.22645290582
134,-29110.538422180136,6972.632621890137,7027.906857551942,1917.8445903658303,6281.009447176485,-49566.82522547037,114256.35483,55554.121919,-20880.641647,0.6035434109,1.3048918672,-0.11479490641,-6.8706344376e-06,6.9431528133e-06,7.5526405862e-06,107414.82965931864
135,-27402.381741078025,4926.0022249242475,6296.588265226112,2684.9736774133307,8381.585455949078,-49219.29835027471,114731.07475,56588.987597,-20975.058283,0.59221309656,1.290994933,-0.1177847532,-6.8568731499e-06,6.9827849255e-06,7.567474917e-06,108216.43286573146
136,-25391.031777240474,2825.65364698719,5495.754149437585,3446.6021312236353,10464.9903364089,-48770.93722471131,115196.92007,57612.704053,-21071.918957,0.58114203868,1.2770862792,-0.12083369141,-6.8435969584e-06,7.0211212564e-06,7.5817333881e-06,109018.03607214428
137,-23012.94673132778,685.822771305211,4615.8012138034455,4201.169624095721,12526.955873085533,-48222.66039402433,115654.09237,58625.263866,-21171.269068,0.57032243828,1.2631683658,-0.12393926271,-6.8307693339e-06,7.0581862225e-06,7.5954194101e-06,109819.63927855712
138,-20175.604050901882,-1465.1957038408207,3644.2198211821596,4947.130294082199,14563.257773181449,-47575.59110032538,116102.78717,59626.661461,-21273.152109,0.55974676577,1.2492434998,-0.12709909462,-6.8183557503e-06,7.0940035565e-06,7.6085364366e-06,110621.24248496995
139,-16735.67836752405,-3567.001516281913,2564.8586770463035,5682.95591186027,16569.72432045127,-46831.054978730805,116543.19418,60616.893,-21377.609742,0.54940774953,1.2353138453,-0.13031089628,-6.8063235649e-06,7.1285963132e-06,7.6210879504e-06,111422.84569138277
140,-12452.957111234376,-5474.197174989825,1359.250680968106,6407.139011423425,18542.24492125126,-45990.577340611366,116975.49748,61595.956273,-21484.681849,0.53929836508,1.2213814333,-0.13357245438,-6.7946419075e-06,7.1619868767e-06,7.6330774513e-06,112224.44889779559
141,-6893.974525348739,-6759.4358562556745,26.204050469112147,7118.195975752515,20476.77851817808,-45055.88002976518,117399.8757,62563.850598,-21594.406602,0.52941182464,1.2074481708,-0.13688162934,-6.7832815756e-06,7.1941969688e-06,7.6445084453e-06,113026.05210420841
142,476.94944358015834,-5766.5153656215725,-1216.037501080002,7814.67007975727,22369.361879108255,-44028.87792582493,117816.5022,63520.57673,-21706.820512,0.5197415673,1.1935158491,-0.14023635172,-6.7722149372e-06,7.2252476583e-06,7.6553844344e-06,113827.65531062125
143,6240.208190039108,791.8505222704631,-1061.1747556482921,8495.134475277138,24216.117718557674,-42911.67503177508,118225.54529,64466.136771,-21821.958483,0.5102812496,1.1795861517,-0.14363461877,-6.7614158392e-06,7.2551593718e-06,7.6657089079e-06,114629.25851703408
144,6635.7161959604055,7887.662236830203,243.84110130366358,9158.195121934135,26013.262662541794,-41706.56018283056,118627.16832,65400.534095,-21939.853866,0.50102473649,1.1656606611,-0.14707449123,-6.7508595221e-06,7.283951904e-06,7.6754853347e-06,115430.8617234469
145,5195.817683062577,13203.468715651412,1559.6474471736688,9802.493614124185,27757.114916769457,-40416.00220127623,119021.52992,66323.773266,-22060.538508,0.4919660928,1.1517408662,-0.15055409029,-6.7405225393e-06,7.3116444298e-06,7.684717156e-06,116232.46492985972
146,3240.951517380923,17330.05657901695,2744.1301641285463,10426.710006386937,29444.101931065346,-39042.645084802665,119408.78409,67235.859974,-22184.042792,0.48309957506,1.1378281678,-0.15407159468,-6.7303826827e-06,7.3382555158e-06,7.6934077787e-06,117034.06813627254
147,1124.9055429881475,20661.617164758012,3805.1586268002447,11029.565480085566,31070.767610874536,-37589.302365896445,119789.08038,68136.800964,-22310.395688,0.47441962371,1.1239238851,-0.15762523793,-6.7204189114e-06,7.3638031329e-06,7.7015605705e-06,117835.67134268537
148,-1027.2019174212405,23418.181061490402,4761.218864693191,11609.824972711409,32633.779425397825,-36058.95143783412,120162.56403,69026.603979,-22439.624791,0.46592085562,1.1100292608,-0.1612133058,-6.7106112864e-06,7.3883046687e-06,7.7091788543e-06,118637.2745490982
149,-3162.1664844841266,25732.812047558968,5627.865065577032,12166.29974015869,34129.93532498042,-34454.72755814656,120529.3761,69905.277699,-22571.756361,0.45759805704,1.0961454663,-0.1648341338,-6.7009409082e-06,7.4117769401e-06,7.716265904e-06,119438.87775551103
150,-5254.711902795658,27692.35285975049,6417.0885119299855,12697.849733351331,35556.170135111744,-32779.91719927294,120889.6536,70772.831692,-22706.815363,0.44944617679,1.0822736062,-0.16848610491,-6.6913898586e-06,7.4342362059e-06,7.7228249407e-06,120240.48096192385
151,-7292.018453482146,29356.948902144573,7138.10681123979,13203.385954281834,36909.561894580955,-31037.951434517083,121243.52961,71629.27636,-22844.825501,0.4414603198,1.0684147232,-0.17216764731,-6.6819411462e-06,7.4556981799e-06,7.728859129e-06,121042.08416833667
152,-9267.364094059601,30770.21020258202,7798.104623771856,13681.872756555207,38187.338036133224,-29232.399077675323,121591.13341,72474.622894,-22985.809255,0.43363574095,1.0545698016,-0.17587723234,-6.6725786552e-06,7.4761780433e-06,7.7343715741e-06,121843.6873747495
153,-11177.203786135484,31964.915162673307,8402.775721661059,14132.329956119971,39386.88103672793,-27366.95938707837,121932.59059,73308.883232,-23129.78791,0.42596783915,1.0407397717,-0.17961337246,-6.6632870966e-06,7.4956904574e-06,7.7393653196e-06,122645.29058116232
154,-13019.71306779686,32966.41861063404,8956.703106287665,14553.834655997554,40505.73326306863,-25445.45384150177,122268.02318,74132.070017,-23276.781593,0.4184521517,1.0269255132,-0.18337461944,-6.6540519638e-06,7.5142495762e-06,7.7438433445e-06,123446.89378757516
155,-14794.014706066622,33794.79561413961,9463.625933336227,14945.523275646396,41541.60239518011,-23471.81869099764,122597.54971,74944.196556,-23426.809298,0.41108434895,1.0131278584,-0.18715956247,-6.6448594891e-06,7.5318690586e-06,7.7478085618e-06,124248.49699398798
156,-16499.747402347704,34466.24867869163,9926.629589246322,15306.593414027851,42492.366393366,-21450.097521490414,122921.28537,75745.276793,-23579.888919,0.40386022911,0.99934759564,-0.19096682654,-6.6356966043e-06,7.5485620808e-06,7.7512638168e-06,125050.1002004008
157,-18136.81562216747,34994.064910722795,10348.283391967494,15636.305330438681,43356.07737852724,-19384.432033134413,123239.34205,76535.325268,-23736.037272,0.39677571336,0.98558547198,-0.19479507076,-6.6265509025e-06,7.5643413481e-06,7.7542118854e-06,125851.70340681363
158,-19705.239619086507,35389.28711754239,10730.742090073752,15933.983567805628,44130.965932326064,-17279.054211652863,123551.8285,77314.357088,-23895.270127,0.38982684114,0.97184219619,-0.19864298686,-6.617410603e-06,7.5792191068e-06,7.7566554732e-06,126653.30661322645
159,-21205.062928380426,35661.1965489803,11075.821868764231,16199.018301682629,44815.44461798329,-15138.277238636114,123858.85035,78082.387903,-24057.60223,0.38300976567,0.95811844122,-0.20250929771,-6.6082645176e-06,7.5932071558e-06,7.7585972147e-06,127454.90981963929
160,-22636.293646157355,35817.6679907558,11385.058074230776,16430.86655260435,45408.1111360948,-12966.486913517689,124160.51027,78839.433872,-24223.047325,0.37632074963,0.94441484662,-0.20639275591,-6.5991020193e-06,7.6063168578e-06,7.7600396722e-06,128256.51302605211
161,-23998.865904872615,35865.436121840605,11659.749588589439,16629.053337504283,45907.751300924785,-10768.132482555642,124456.908,79585.511645,-24391.61818,0.36975616107,0.93073202084,-0.21029214247,-6.5899130126e-06,7.6185591503e-06,7.7609853352e-06,129058.11623246493
162,-25292.61352648816,35810.29865317771,11900.993263574037,16793.172631252306,46313.34149952141,-8547.717688992838,124748.14044,80320.638333,-24563.32661,0.36331246949,0.91707054336,-0.21420626557,-6.5806879056e-06,7.6299445566e-06,7.7614366207e-06,129859.71943887776
163,-26517.25090697092,35657.27360579484,12109.710830420692,16922.888214366852,46624.05082962492,-6309.791408039278,125034.30175,81044.831492,-24738.183491,0.35698624202,0.90343096666,-0.21813395929,-6.5714175838e-06,7.6404831961e-06,7.7613958718e-06,130661.32264529058
164,-27672.358028090097,35410.722647306335,12286.670002828916,17017.93434046521,46839.24274552908,-4058.9384395413063,125315.48343,81758.109102,-24916.198787,0.35077413988,0.8898138181,-0.22207408253,-6.5620933849e-06,7.6501847948e-06,7.7608653586e-06,131462.92585170342
165,-28757.36753997311,35074.44897959401,12432.501026585536,17078.116291277547,46958.47638953196,-1799.7700314673189,125591.77434,82460.489544,-25097.381567,0.34467291489,0.87621960174,-0.22602551787,-6.5527070758e-06,7.659058695e-06,7.7598472776e-06,132264.52905811623
166,-29771.5525264553,34651.775774727204,12547.709573563301,17103.310777601335,46981.50750091192,463.0855573849533,125863.26084,83151.991588,-25281.740021,0.33867940618,0.8626487999,-0.22998717052,-6.5432508304e-06,7.6671138652e-06,7.7583437519e-06,133066.13226452906
167,-30714.013928122757,34145.60957795318,12632.686641089947,17093.466178127786,46908.28888073263,2724.9924323655855,126130.0268,83832.634374,-25469.281477,0.33279053702,0.84910187477,-0.23395796735,-6.5337172085e-06,7.6743589095e-06,7.7563568313e-06,133867.7354709419
168,-31583.666799106322,33558.49199432035,12687.715942174584,17048.6026594054,46738.970525258446,4981.316673915643,126392.15371,84502.437396,-25660.012424,0.3270033118,0.83557926989,-0.2379368559,-6.5240991364e-06,7.680802077e-06,7.7538884926e-06,134669.3386773547
169,-32379.22471254886,32892.642036009245,12712.979116141021,16968.812135498083,46473.899321302226,7227.4358325011835,126649.72069,85161.420491,-25853.938519,0.3213148131,0.82208141148,-0.24192280351,-6.5143898883e-06,7.6864512699e-06,7.7509406401e-06,135470.94188376755
170,-33099.18158818927,32149.99114833159,12708.559011194391,16854.258073046767,46113.618318260196,9458.748353120303,126902.80462,85809.603825,-26051.064608,0.31572219894,0.80860870973,-0.2459147964,-6.5045830686e-06,7.6913140534e-06,7.7475151056e-06,136272.54509018036
171,-33741.79025167637,31332.21221861356,12674.441158476291,16705.175151933938,45658.86560364998,11670.682988510865,127151.48013,86447.007882,-26251.39474,0.31022270007,0.79516156006,-0.24991183885,-6.4946725957e-06,7.6953976627e-06,7.7436136493e-06,137074.1482965932
172,-34305.03687377444,30440.74382014823,12610.513515583927,16521.868794792095,45110.5728183316,13858.708210814533,127395.8197,87073.653448,-26454.932176,0.30481361743,0.78174034425,-0.25391295245,-6.4846526855e-06,7.6987090122e-06,7.7392379599e-06,137875.751503006
173,-34786.61029910624,29476.810596470124,12516.56446297807,16304.714536574662,44469.863235288685,16018.341477006568,127635.8937,87689.56161,-26661.679411,0.29949231968,0.7683454315,-0.25791717526,-6.4745178377e-06,7.7012547027e-06,7.7343896551e-06,138677.35470941884
174,-35183.86499923398,28441.440600916787,12392.2789655878,16054.157255742552,43738.04946001036,18145.158405727834,127871.77045,88294.753737,-26871.638178,0.29425624088,0.75497717947,-0.26192356114,-6.464262821e-06,7.7030410293e-06,7.7290702828e-06,139478.95791583168
175,-35493.7762190571,27335.480233065085,12237.232745854353,15770.71026203944,42916.63073910326,20234.80184391775,128103.51624,88889.251481,-27084.809463,0.28910287818,0.74163593522,-0.26593117901,-6.45388266e-06,7.7040739887e-06,7.7232813208e-06,140280.5611222445
176,-35712.88502194433,26159.607607012447,12050.884183925873,15454.954245770017,42007.28989118019,22282.990796562714,128331.19543,89473.076761,-27301.193521,0.28402978967,0.72832203615,-0.26993911222,-6.443372623e-06,7.7043592862e-06,7.7170241784e-06,141082.16432865732
177,-35837.23089442185,24914.344886019735,11832.563593509803,15107.536086218368,41011.88985403996,24285.52919475364,128554.87046,90046.251759,-27520.78988,0.27903459229,0.71503581082,-0.27394645788,-6.4327282098e-06,7.7039023425e-06,7.710300196e-06,141883.76753507013
178,-35862.267814351624,23600.070668268803,11581.459286870486,14729.167530086392,39932.46987822038,26238.314492765378,128774.60189,90608.798917,-27743.597356,0.27411495984,0.70177757978,-0.27795232625,-6.4219451407e-06,7.7027083008e-06,7.7031106469e-06,142685.37074148297
179,-35782.75976775831,22217.03327678815,11296.599813151628,14320.623730584659,38771.241341641326,28137.346071893924,128990.44848,91160.740926,-27969.614062,0.26926862106,0.68854765631,-0.28195584014,-6.4110193459e-06,7.7007820326e-06,7.6954567371e-06,143486.9739478958
180,-35592.64818819821,20765.366766761632,10976.831257325639,13882.74166019742,37530.58322137995,29978.733438077237,129202.4672,91702.100724,-28198.837416,0.26449335777,0.67534634718,-0.28595613436,-6.399946955e-06,7.6981281446e-06,7.6873396065e-06,144288.57715430862
181,-35284.88248244414,19245.111793681885,10620.788296222468,13416.418395155622,36213.03721764608,31758.704190255445,129410.7133,92232.901488,-28431.264154,0.25978700307,0.66217395329,-0.28995235519,-6.3887242884e-06,7.6947509837e-06,7.6787603295e-06,145090.18036072145
182,-34851.200136601066,17656.244982369848,10226.857090066951,12922.609279458531,34821.30255168339,33473.611750486634,129615.2403,92753.166635,-28666.890334,0.25514743971,0.64903077035,-0.29394365981,-6.3773478474e-06,7.690654644e-06,7.6697199158e-06,145891.78356713426
183,-34281.83714445847,15998.722414816115,9793.127352820222,12402.325966795841,33358.23043354422,35119.94283248938,129816.1001,93262.919812,-28905.711348,0.25057259838,0.63591708946,-0.29792921585,-6.3658143061e-06,7.6858429712e-06,7.6602193109e-06,146693.3867735471
184,-33565.13978849025,14272.546633550317,9317.3297891214,11856.634346254168,31826.818216013788,36694.324643229564,130013.34295,93762.184901,-29147.72193,0.24606045615,0.62283319772,-0.30190820088,-6.3541205032e-06,7.6803195689e-06,7.6502593972e-06,147494.98997995994
185,-32687.03320411823,12477.873244294164,8796.753349693525,11286.652361975232,30230.20326323023,38193.53178756904,130207.01753,94250.986006,-29392.91616,0.24160903498,0.60977937874,-0.30587980195,-6.3422634345e-06,7.6740878031e-06,7.6398409946e-06,148296.59318637275
186,-31630.277772655,10615.184965127673,8228.134298748351,10693.54772008308,28571.656515531547,39614.49288129614,130397.17096,94729.34746,-29641.287475,0.23721640024,0.59675591322,-0.30984321515,-6.3302402453e-06,7.6671508077e-06,7.6289648612e-06,149098.19639278558
187,-30373.39917197338,8685.58475469611,7607.504912802334,10078.53549707345,26854.575790167022,40954.29684106506,130583.84884,95197.293816,-29892.828674,0.2328806593,0.58376307939,-0.31379764518,-6.318048224e-06,7.6595114889e-06,7.6176316939e-06,149899.7995991984
188,-28889.09922554879,6691.306933729532,6929.983513252452,9442.875652796125,25082.478826649116,42210.19884271658,130767.0953,95654.849851,-30147.531924,0.22859996022,0.57080115349,-0.31774230494,-6.3056847951e-06,7.6511725301e-06,7.6058421297e-06,150701.40280561123
189,-27141.8068383989,4636.645527697414,6189.478275989205,8787.870444645741,23258.9960672641,43379.625956940865,130946.95301,96102.04056,-30405.38877,0.22437249039,0.55787041023,-0.32167641514,-6.2931475133e-06,7.6421363964e-06,7.5935967458e-06,151503.00601202404
190,-25083.727754075,2529.7332553697497,5378.264336912015,8114.861764715637,21387.863233646618,44460.18240667293,131123.46321,96538.89116,-30666.390136,0.22019647533,0.54497112321,-0.32559920389,-6.2804340575e-06,7.6324053386e-06,7.5808960608e-06,152304.60921843688
191,-22648.11820848704,386.18836322671945,4486.383996478141,7425.228387809765,19472.913665390395,45449.65448393204,131296.66576,96965.427084,-30930.526333,0.21607017748,0.53210356532,-0.32950990637,-6.2675422253e-06,7.6219813977e-06,7.5677405351e-06,153106.2124248497
192,-19737.044765582872,-1762.7069497642283,3500.8556160838175,6720.38314960896,17518.070474681466,46346.01507856794,131466.59914,97381.673985,-31197.787066,0.211991895,0.51926800912,-0.33340776445,-6.2544699278e-06,7.6108664086e-06,7.5541305721e-06,153907.81563126252
193,-16197.28145806337,-3849.280639282338,2405.0158874722447,6001.770064737473,15527.33854388931,47147.427811142494,131633.30051,97787.657734,-31468.161436,0.20795996072,0.50646472722,-0.33729202637,-6.2412151843e-06,7.599062004e-06,7.5400665183e-06,154709.41883767536
194,-11768.935464681437,-5706.990111343732,1180.6830188730746,5270.861319828246,13504.796185553076,47852.25088003788,131796.80571,98183.404422,-31741.637946,0.203972741,0.4936939926,-0.34116194638,-6.2277761179e-06,7.5865696182e-06,7.5255486646e-06,155511.02204408817
195,-5981.958711450272,-6828.239470730787,-164.82981344124093,4529.154277260189,11454.586842236487,48459.04039184235,131957.14931,98568.940357,-32018.204507,0.20002863473,0.48095607898,-0.34501678444,-6.2141509508e-06,7.5733904906e-06,7.5105772466e-06,156312.625250501
196,1577.9053495389917,-5204.370556707913,-1320.9815537860093,3778.1684777943215,9380.910793454317,48966.55319708696,132114.3646,98944.292069,-32297.84844,0.19612607234,0.46825126111,-0.34885580593,-6.2003379999e-06,7.5595256688e-06,7.4951524455e-06,157114.22845691384
197,6527.2387897538,1890.2283751646205,-903.1489292176882,3019.4424455727735,7288.016323395392,49373.74953981243,132268.48365,99309.48631,-32580.556481,0.1922635148,0.45557981508,-0.35267828131,-6.1863356731e-06,7.5449760123e-06,7.4792743887e-06,157915.83166332665
198,6494.6586175199045,8720.83667355263,433.59193700066817,2254.5305562110075,5180.191072169667,49679.79520857563,132419.53732,99664.550052,-32866.314786,0.18843945272,0.44294201862,-0.35648348589,-6.1721424651e-06,7.5297421954e-06,7.4629431506e-06,158717.4348697395
