,i_x,i_y,i_z,t_x,t_y,t_z,r1,r2,r3,r1dot,r2dot,r3dot,u1,u2,u3,t
302,-10320.965016158623,-6132.933410561616,815.701480467744,16944.10195741621,46673.41211519742,-5872.654081117269,132802.60251,88076.71435,-73696.295828,-0.19854593305,-0.60599122712,-0.52306627697,-3.5964616583e-06,1.5551941112e-06,3.0811489435e-06,242084.16833667335
303,-4037.2235243019236,-6819.502530665896,-541.9035285054841,17032.376728811454,46869.959456942786,-3619.820447061834,132639.43804,87585.864392,-74114.001957,-0.2035476784,-0.6123353222,-0.52108839573,-3.5616826176e-06,1.44212178e-06,3.0092298537e-06,242885.7715430862
304,3607.4320068208294,-3645.958439490104,-1412.7403712902794,17085.75769820069,46970.48549209986,-1359.5710282394452,132472.22837,87090.012153,-74530.044242,-0.20859405738,-0.61857566923,-0.51901275035,-3.526727545e-06,1.3275886427e-06,2.9366242588e-06,243687.374749499
305,6816.744901518923,3994.636095307213,-549.661164971034,17104.135512704317,46974.78429381599,903.4637543089063,132300.93735,86589.241797,-74944.343524,-0.21368555252,-0.62471101886,-0.51683835462,-3.4915963104e-06,1.2115783978e-06,2.8633269972e-06,244488.97795591183
306,6141.166255161553,10289.3408087445,807.9385361071128,17087.47251918263,46882.84704735601,3164.647664373254,132125.52842,86083.638504,-75356.819848,-0.21882264621,-0.63074010765,-0.51456421389,-3.4562887213e-06,1.0940745039e-06,2.789332794e-06,245290.58116232464
307,4412.7007562259405,15043.752631018913,2070.606330097669,17035.80285329085,46694.86209900409,5419.348241585766,131945.96463,85573.288478,-75767.392453,-0.22400582086,-0.63666165799,-0.51218932485,-3.4208045194e-06,9.7506017493e-07,2.7146362571e-06,246092.18436873748
308,2366.843405045258,18803.062899688728,3201.2768378243045,16949.232369221867,46411.21456838595,7662.946337196378,131762.20867,85058.278956,-76175.979768,-0.22923555919,-0.64247437808,-0.5097126753,-3.3851433774e-06,8.5451837597e-07,2.6392318728e-06,246893.78757515032
309,226.2567915832181,21873.982907269656,4216.320196277256,16827.93842183929,46032.485557303684,9890.845548595691,131574.22283,84538.698225,-76582.499402,-0.23451234446,-0.64817696182,-0.50713324385,-3.3493048951e-06,7.3243181862e-07,2.5631140019e-06,247695.39078156312
310,-1923.0269214342695,24433.019619569386,5133.358151844524,16672.16950257185,45559.45095717156,12098.48163481279,131381.96899,84014.635629,-76986.868139,-0.23983666064,-0.65376808877,-0.50444999974,-3.3132885957e-06,6.0878295636e-07,2.4862768746e-06,248496.99398797596
311,-4042.4250475569206,26590.59550362317,5966.382913969197,16482.24473002467,44993.07985862334,14281.33186667642,131185.40867,83486.181582,-77389.001929,-0.24520899274,-0.65924642406,-0.5016619025,-3.2770939221e-06,4.8355397965e-07,2.408714586e-06,249298.59719438877
312,-6113.015114970655,28420.728262578144,6726.125361975334,16258.553199611626,44334.5325754651,16434.924294582033,130984.503,82953.427579,-77788.815878,-0.25062982706,-0.66461061835,-0.4987679017,-3.2407202331e-06,3.5672681096e-07,2.3304210914e-06,250100.2004008016
313,-8125.031652214996,29975.74639563551,7420.8754821884695,16001.553183022075,43585.15825825018,18554.84690853681,130779.2127,82416.46621,-78186.224244,-0.25609965142,-0.66985930773,-0.49576693664,-3.2041667988e-06,2.2828309955e-07,2.2513902007e-06,250901.80360721445
314,-10073.324721040248,31294.205973669406,8057.139775610663,15711.77118968798,42746.49213118251,20636.75667675465,130569.49811,81875.391169,-78581.140425,-0.26161895549,-0.67499111371,-0.49265793606,-3.1674327967e-06,9.8204216147e-08,2.1716155735e-06,251703.40681362725
315,-11955.194872578004,32405.458761227786,8640.109304632328,15389.80088867994,41820.25234842544,22676.38844345316,130355.31916,81330.297267,-78973.476953,-0.26718823103,-0.6800046431,-0.48943981778,-3.1305173072e-06,-3.3528752645e-08,2.0910907133e-06,252505.0100200401
316,-13769.28270406631,33332.44428124597,9173.987221863528,15036.301889317083,40808.33646558394,24669.563662345667,130136.63542,80781.280443,-79363.14548,-0.27280797225,-0.68489848798,-0.4861114884,-3.093419309e-06,-1.6693501001e-07,2.009808962e-06,253306.6132264529
317,-15514.966091783599,34093.479470173996,9662.219939914885,14651.998358485773,39712.81746702295,26612.19891090796,129913.40602,80228.437777,-79750.056777,-0.27847867611,-0.68967122563,-0.48267184294,-3.0561376742e-06,-3.0203405488e-07,1.9277634937e-06,254108.21643286574
318,-17192.018152259137,34703.45186665286,10107.6629095693,14237.677672439611,38535.93988713897,28500.314443015493,129685.58971,79671.867501,-80134.120717,-0.28420084261,-0.69432141846,-0.47911976445,-3.0186711639e-06,-4.3884568799e-07,1.8449473085e-06,254909.81963927858
319,-18800.405979474832,35174.64200255705,10512.701596717225,13794.188586931119,37280.11462253207,30330.042042337205,129453.14484,79111.669013,-80515.246267,-0.2899749752,-0.69884761397,-0.47545412365,-2.9810184225e-06,-5.7739001826e-07,1.7613532262e-06,255711.42284569138
320,-20340.168483308138,35517.30654984259,10879.34126830378,13322.439728780575,35947.91461877823,32097.633294151612,129216.02935,78547.942885,-80893.34148,-0.29580158104,-0.70324834465,-0.47167377849,-2.9431779727e-06,-7.1768746925e-07,1.6769738794e-06,256513.02605210422
321,-21811.340154307833,35740.10187337481,11209.27463925938,12823.397506257394,34542.068980140524,33799.466890186435,128974.20075,77980.790879,-81268.313483,-0.30168117148,-0.70752212797,-0.46777757379,-2.9051482103e-06,-8.5975878595e-07,1.5918017067e-06,257314.62925851703
322,-23213.90204799514,35850.39821596401,11503.933519440554,12298.084325525844,33065.45791112193,35432.0563774651,128727.61617,77410.315956,-81640.068466,-0.30761426235,-0.71166746627,-0.46376434075,-2.8669273983e-06,-1.0036250417e-06,1.5058289454e-06,258116.23246492987
323,-24547.749101971727,35854.51711501574,11764.528689553908,11747.576373035694,31521.106481868024,36992.05710340408,128476.23231,76836.622291,-82008.511669,-0.3136013744,-0.71568284674,-0.45963289651,-2.8285136609e-06,-1.1493076454e-06,1.4190476238e-06,258917.8356713427
324,-25812.66728606493,35757.9136293989,11992.080942962359,11173.001448373454,29912.178533629696,38476.273091313094,128220.00542,76259.815284,-82373.547376,-0.31964303371,-0.71956674132,-0.45538204365,-2.7899049779e-06,-1.2968283491e-06,1.3314495536e-06,259719.4388777555
325,-27008.3165128461,35565.31823177233,12187.445393492486,10575.536698245614,28241.970315900253,39881.663753639536,127958.89138,75680.001571,-82735.078894,-0.32573977211,-0.72331760669,-0.45101056975,-2.7510991783e-06,-1.4462092552e-06,1.243026322e-06,260521.04208416835
326,-28134.21672265094,35280.84863000925,12351.330544639217,9956.406093742095,26513.90343506667,41205.34977992957,127692.84558,75097.289039,-83093.008551,-0.33189212762,-0.72693388418,-0.44651724678,-2.7120939335e-06,-1.5974728249e-06,1.1537692826e-06,261322.64529058116
327,-29189.73539357283,34908.09890960601,12484.313219127913,9316.878075360155,24731.518254232287,42444.61950227518,127421.82302,74511.786835,-83447.237674,-0.33810064493,-0.73041399971,-0.44190083063,-2.6728867509e-06,-1.7506418862e-06,1.0636695472e-06,262124.248496994
328,-30174.075271870315,34450.21123234542,12586.850133894124,8658.262775573476,22898.466160769512,43596.93386870778,127145.77823,73923.605381,-83797.66658,-0.34436587588,-0.73375636374,-0.43716006048,-2.633474967e-06,-1.9057396422e-06,9.7271797667e-07,262925.85170340684
329,-31086.26140205941,33909.933988198,12659.286700164988,7981.909570312122,21018.50271545408,44659.93249895877,126864.6653,73332.856386,-84144.194563,-0.35068837994,-0.73695937122,-0.43229365826,-2.5938557401e-06,-2.06278968e-06,8.8090517122e-07,263727.45490981964
330,-31925.126685516854,33289.66934451477,12701.863471853323,7289.204106567595,19095.479405015136,45631.43764588203,126578.43787,72739.652858,-84486.719876,-0.35706872475,-0.74002140155,-0.42730032798,-2.5540260427e-06,-2.2218159798e-06,7.8822146084e-07,264529.05811623245
331,-32689.295305889947,32591.51229135608,12714.72052217568,6581.565373326153,17133.335502850125,46509.458689823536,126287.0491,72144.109116,-84825.13972,-0.36350748663,-0.74294081846,-0.4221787551,-2.513982654e-06,-2.3828429238e-06,6.9465689501e-07,265330.6613226453
332,-33377.16327463722,31817.283034573797,12697.899963703505,5860.443084906249,15136.09078431862,47292.19681642224,125990.45171,71546.340803,-85159.350225,-0.3700052512,-0.74571597003,-0.41692760585,-2.4737221518e-06,-2.5458953062e-06,6.0020123216e-07,266132.2645290581
333,-33986.87538139694,30968.553869525153,12651.346693178333,5127.314693938419,13107.837245290317,47978.04867526475,125688.59791,70946.4649,-85489.246439,-0.37656261389,-0.74834518861,-0.41154552651,-2.4332409041e-06,-2.7109983428e-06,5.0484392867e-07,266933.86773547094
334,-34516.29762944801,30046.671714769156,12574.907411656288,4383.682125554665,11052.73007282469,48565.60915171035,125381.43945,70344.599737,-85814.722305,-0.3831801806,-0.75082679074,-0.4060311427,-2.392535061e-06,-2.8781776817e-06,4.0857412747e-07,267735.4709418838
335,-34962.984080678085,29052.777126093122,12468.327870269315,3631.068789536984,8974.979372884834,49053.674464611104,125068.92757,69740.865006,-86135.670648,-0.38985856829,-0.75315907713,-0.40038305856,-2.3516005448e-06,-3.0474594131e-06,3.1138064617e-07,268537.0741482966
336,-35324.13674601237,27987.82055880669,12331.248225499176,2871.0165737776133,6878.841857391132,49441.2447405514,124751.01301,69135.381774,-86451.983158,-0.39659840568,-0.75534033263,-0.39459985597,-2.3104330419e-06,-3.2188700808e-06,2.1325196478e-07,269338.6773547094
337,-35596.55679277738,26852.57656167491,12163.196300399892,2105.082586014303,4768.6118522966135,49727.52596932568,124427.64601,68528.272494,-86763.550367,-0.40340033389,-0.75736882612,-0.3886800937,-2.2690279923e-06,-3.3924366931e-06,1.1417621289e-07,270140.2805611222
338,-35776.584721485706,25647.656628197667,11963.578435889909,1334.8359665820547,2648.6125067032126,49911.93166916293,124098.77627,67919.661023,-87070.261635,-0.41026500715,-0.75924281052,-0.38262230652,-2.2273805802e-06,-3.5681867346e-06,1.4141156419e-08,270941.8837675351
339,-35860.02660811616,24373.5214224419,11731.667506207434,561.8547019117525,523.1870141571771,49994.08405582502,123764.35295,67309.672628,-87372.005126,-0.41719309357,-0.76096052271,-0.37642500428,-2.1854857235e-06,-3.7461481778e-06,-8.6865816213e-08,271743.4869739479
340,-35842.06231065138,23030.4933756852,11466.587493773168,-212.27762279165438,-1603.3103249768142,49973.81481089268,123424.32467,66698.434004,-87668.667788,-0.42418527587,-0.76252018351,-0.37008667098,-2.143338063e-06,-3.9263494957e-06,-1.888577084e-07,272545.0901803607
341,-35717.13008297406,21618.77091818137,11167.293787394534,-985.9750604456615,-3726.523004552223,49851.16546077678,123078.6395,66086.073284,-87960.135334,-0.43124225218,-0.76391999764,-0.36360576369,-2.1009319514e-06,-4.1088196741e-06,-2.9184793027e-07,273346.6933867736
342,-35478.780006099805,20138.446155701833,10832.548077971041,-1757.652554303871,-5842.1012459960275,49626.38727735557,122727.24492,65472.720055,-88246.292217,-0.43836473687,-0.76515815366,-0.35698071155,-2.0582614416e-06,-4.2935882252e-06,-3.9585031415e-07,274148.2965931864
343,-35119.48529786954,18589.52877630964,10460.886263661921,-2525.7291900176338,-7945.710922580761,49299.94075408124,122370.08784,64858.505366,-88527.021607,-0.44555346142,-0.76623282396,-0.35020991469,-2.0153202751e-06,-4.4806852004e-06,-5.0087913069e-07,274949.8997995992
344,-34630.39616773039,16971.980449185234,10050.577208113671,-3288.6314273470675,-10033.042419442903,48872.49467347251,122007.11455,64243.561747,-88802.205369,-0.45280917531,-0.76714216473,-0.34329174303,-1.9721018691e-06,-4.6701412046e-06,-6.0694910554e-07,275751.503006012
345,-34001.01317772256,15285.766727319304,9599.569230161114,-4044.7963275762586,-12099.819472784315,48344.9247329967,121638.27074,63628.023217,-89071.724035,-0.46013264693,-0.76788431593,-0.33622453509,-1.9285993038e-06,-4.8619874103e-06,-7.1407543681e-07,276553.1062124249
346,-33218.74582536308,13530.938088023942,9105.41991339953,-4792.674754406566,-14141.807927633788,47718.31175103126,121263.50147,63012.025301,-89335.456778,-0.46752466457,-0.76845740124,-0.32900659678,-1.8848053087e-06,-5.0562555723e-06,-8.222738131e-07,277354.7094188377
347,-32268.302825388044,11707.76034473751,8565.202751831104,-5530.734547833116,-16154.82441280791,46993.939452852224,120882.75114,62395.705038,-89593.281387,-0.47498603743,-0.76885952811,-0.32163620002,-1.840712249e-06,-5.2529780425e-06,-9.3156043233e-07,278156.3126252505
348,-31130.82945441344,9816.930217012447,7975.381117272811,-6257.463663065981,-18134.744911349328,46173.29184100984,120495.96349,61779.200999,-89845.074238,-0.48251759664,-0.76908878768,-0.31411158145,-1.7963121106e-06,-5.4521877859e-06,-1.0419520213e-06,278957.91583166335
349,-29782.650510845928,7859.943447718033,7331.63512415048,-6971.373264661874,-20077.5131995876,45258.05015813915,120103.08157,61162.6533,-90090.710262,-0.49012019639,-0.76914325483,-0.30643094089,-1.7515964855e-06,-5.6539183965e-06,-1.1534658561e-06,279759.51903807616
350,-28193.375815395182,5839.747002889783,6628.61966722402,-7671.000777052465,-21979.14915810017,44250.08944312747,119704.04773,60546.20361,-90330.06292,-0.49779471504,-0.76902098816,-0.29859243996,-1.7065565554e-06,-5.8582041134e-06,-1.266119783e-06,280561.122244489
351,-26322.927419082018,3761.9485704536073,5859.620985561999,-8354.912908519298,-23835.75700107557,43151.47466386466,119298.8036,59929.995169,-90563.004163,-0.5055420563,-0.76872003001,-0.29059420043,-1.6611830758e-06,-6.0650798376e-06,-1.3799322411e-06,281362.72545090184
352,-24116.640998708164,1637.1956496868577,5016.0659374551215,-9021.708543215263,-25643.533136621496,41964.456530773125,118887.29005,59314.172799,-90789.404405,-0.5133631505,-0.76823840649,-0.28243430258,-1.6154663587e-06,-6.2745811502e-06,-1.4949222844e-06,282164.32865731465
353,-21496.703560679536,-513.7771816887806,4086.837379406274,-9670.021628125063,-27398.774003947652,40691.46685864182,118469.4472,58698.882918,-91009.132488,-0.52125895584,-0.76757412748,-0.27411078354,-1.5693962548e-06,-6.4867443289e-06,-1.6111096066e-06,282965.93186372746
354,-18346.072322471162,-2648.2930273535326,3057.45109324652,-10298.523982182962,-29097.883689493152,39335.11357649599,118045.21436,58084.273549,-91222.055643,-0.52923045972,-0.76672518674,-0.26562163546,-1.522962135e-06,-6.7016063675e-06,-1.7285145653e-06,283767.53507014026
355,-14475.676380988541,-4669.675835249883,1909.911365505658,-10905.928014697512,-30737.381287342407,37898.1754173448,117614.53005,57470.494342,-91428.039453,-0.53727868019,-0.7656895619,-0.25696480359,-1.4761528711e-06,-6.9192049939e-06,-1.847158208e-06,284569.13827655313
356,-9553.40380879715,-6321.0537035162415,629.5637221896884,-11490.989334429287,-32313.907950867764,36383.59619911711,117177.33192,56857.696574,-91626.947817,-0.54540466734,-0.76446521457,-0.2481381844,-1.4289568153e-06,-7.1395786895e-06,-1.9670622996e-06,285370.74148296594
357,-3004.336024549618,-6719.527061183769,-723.606484906426,-12052.509344675409,-33824.23389978938,34794.47880495125,116733.55677,56246.033175,-91818.642906,-0.55360950488,-0.76305009043,-0.23913962345,-1.3813617796e-06,-7.3627667091e-06,-2.0882493496e-06,286172.34468937875
358,4463.034294947254,-2676.6297719771087,-1390.5899233543353,-12589.337677591016,-35265.26497854642,33134.07882076759,116283.14049,55635.658731,-92002.985121,-0.56189431169,-0.76144211934,-0.22996691323,-1.3333550137e-06,-7.5888091007e-06,-2.2107426424e-06,286973.9478957916
359,6851.424211180713,4989.396415961414,-362.66651550638164,-13100.374541215311,-36634.04896854368,31405.797865066095,115826.01805,55026.7295,-92179.83305,-0.57026024346,-0.75963921544,-0.22061779096,-1.2849231818e-06,-7.8177467268e-06,-2.3345662671e-06,287775.5511022044
360,5936.1563908235685,11028.647099825837,991.862670054845,-13584.572991417284,-37927.7816882638,29613.176631985392,115362.12346,54419.403426,-92349.04342,-0.57870849448,-0.75763927732,-0.21108993615,-1.2360523388e-06,-8.0496212848e-06,-2.4597451498e-06,288577.15430861723
361,4139.073684962841,15618.226731886196,2235.790704725753,-14040.941060392948,-39143.81269260497,27759.887608435052,114891.38975,53813.840149,-92510.471049,-0.58724029936,-0.7554401882,-0.20138096816,-1.1867279055e-06,-8.2844753294e-06,-2.5863050867e-06,289378.75751503004
362,2071.493607006824,19267.209067940094,3349.2036068782745,-14468.543799120594,-40279.65073161744,25849.727585329703,114413.74892,53210.201018,-92663.9688,-0.59585693501,-0.75303981614,-0.19148844356,-1.1369346419e-06,-8.5223522941e-06,-2.7142727788e-06,290180.3607214429
363,-73.89344117769588,22258.188916952724,4349.6120270702395,-14866.505188118319,-41332.968841137066,23886.609861835957,113929.13191,52608.649103,-92809.38752,-0.60455972252,-0.75043601423,-0.18140985343,-1.0866566202e-06,-8.763296514e-06,-2.8436758679e-06,290981.9639278557
364,-2220.7064639407445,24755.716074682783,5254.188572280936,-15234.009930989852,-42301.60910673535,21874.556221953782,113437.46856,52009.349206,-92946.575993,-0.61335002928,-0.7476266209,-0.17114262047,-1.035877196e-06,-9.007353249e-06,-2.9745429749e-06,291783.5671342685
365,-4334.159889554303,26863.83720753033,6076.423202181941,-15570.30513257375,-43183.58710667388,19817.688717794623,112938.68758,51412.467875,-93075.38088,-0.62222927114,-0.74460946019,-0.160684096,-9.8457897859e-07,-9.2545687069e-06,-3.1069037387e-06,292585.1703406814
366,-6397.037528057812,28652.87604724964,6826.659654486988,-15874.701830313683,-43977.095946373745,17720.221197454615,112432.71651,50818.173413,-93195.646657,-0.63119891462,-0.74138234212,-0.15003155678,-9.3274379897e-07,-9.5049900675e-06,-3.240788858e-06,293386.7735470942
367,-8400.412911892772,30172.868251827585,7512.904752126562,-16146.576415449768,-44680.50998734319,15586.450694366757,111919.48166,50226.635887,-93307.215556,-0.64026047932,-0.73794306304,-0.13918220172,-8.8035267747e-07,-9.7586655071e-06,-3.3762301337e-06,294188.376753507
368,-10339.57456333833,31460.865599084595,8141.4574042671375,-16385.371904986314,-45292.38816194316,13420.748612187708,111398.90808,49638.027145,-93409.927499,-0.64941554037,-0.73428940613,-0.12813314838,-8.2738578903e-07,-1.0015644223e-05,-3.5132605147e-06,294989.9799599199
369,-12212.060929171259,32545.187801702225,8717.3539957641,-16590.599082389876,-45811.47692459324,11227.551767649853,110870.91951,49052.520819,-93503.620027,-0.65866573102,-0.73041914179,-0.11688142927,-7.7382242712e-07,-1.0275976457e-05,-3.6519141446e-06,295791.5831663327
370,-14016.643738361205,33448.03981221589,9244.68014768491,-16761.837509437188,-46236.712846650844,9011.353320066286,110335.43836,48470.292339,-93588.128234,-0.66801274539,-0.72633002829,-0.10542398804,-7.1964096578e-07,-1.0539713525e-05,-3.7922264109e-06,296593.1863727455
371,-15752.772342535356,34187.199482849246,9726.791196619357,-16898.736367874724,-46567.22474022572,6776.693530533484,109792.38558,47891.518942,-93663.284687,-0.67745834129,-0.72201981234,-0.093757675401,-6.6481881987e-07,-1.0806907836e-05,-3.9342339968e-06,297394.7895791583
372,-17420.256677929756,34777.14835391333,10166.470688556425,-17001.015192211813,-46802.33548213266,4528.150484221549,109241.68069,47316.37968,-93728.919352,-0.68700434325,-0.71748622976,-0.081879244828,-6.0933240325e-07,-1.1077612926e-05,-4.0779749349e-06,298196.39278557117
373,-19019.079865492466,35229.854318360514,10566.04631837756,-17068.464454855326,-46941.5634304636,2270.3307297461974,108683.2417,46745.055426,-93784.859511,-0.69665264561,-0.71272700628,-0.069785348101,-5.5315708493e-07,-1.1351883477e-05,-4.2234886641e-06,298997.995991984
374,-20549.28400466258,35555.32860231246,10927.476168856674,-17100.94596733491,-46984.62333349124,7.859801879265888,108116.98501,46177.728887,-93830.929676,-0.70640521588,-0.70773985838,-0.057472530537,-4.9626714298e-07,-1.1629775346e-05,-4.3708160883e-06,299799.5991983968
375,-22010.89862107159,35762.031571439235,11252.41381321286,-17098.39317812965,-46931.426954873976,-2254.6272368051023,107542.82542,45614.584603,-93866.9515,-0.71626409817,-0.70252249427,-0.044937226003,-4.3863571603e-07,-1.1911345592e-05,-4.5199996387e-06,300601.20240480965
376,-23403.894455271664,35857.17456374291,11542.258102424623,-17060.811332264362,-46782.08331872669,-4512.495271397612,106960.67598,45055.80896,-93892.743686,-0.72623141685,-0.69707261488,-0.032175751636,-3.8023475233e-07,-1.21966525e-05,-4.6710833388e-06,301402.80561122246
377,-24728.15246824918,35846.948514021424,11798.191657552868,-16988.277421824936,-46536.89837916839,-6761.118662926465,106370.44802,44501.59019,-93908.121884,-0.73630938043,-0.69138791511,-0.019184302287,-3.2103495612e-07,-1.2485755609e-05,-4.8241128724e-06,302204.40881763527
378,-25983.44199686517,35736.6997926167,12021.210863136224,-16880.940032168506,-46196.37440443118,-8995.890720916452,105772.051,43952.118378,-93912.898593,-0.74650028554,-0.68546608509,-0.0059589446424,-2.6100573122e-07,-1.2778715738e-05,-4.979135655e-06,303006.0120240481
379,-27169.40423697701,35531.06737480461,12212.149366639378,-16739.019071111412,-45761.209040722664,-11212.233113754248,105165.39247,43407.585463,-93906.883051,-0.75680652124,-0.67930481165,0.007504388979,-2.0011512155e-07,-1.3075595007e-05,-5.1362009093e-06,303807.61523046094
380,-28285.538617771246,35234.09111160097,12371.696512454335,-16562.80528937182,-45232.29380266153,-13405.605274340629,104550.37798,42868.185239,-93889.881122,-0.76723057347,-0.67290177989,0.021209907187,-1.3832974858e-07,-1.3376456869e-05,-5.295359743e-06,304609.21843687375
381,-29331.190406133283,34849.29816526165,12500.411762620482,-16352.659689046768,-44610.712258277126,-15571.513698610448,103926.91102,42334.113355,-93861.695177,-0.77777502982,-0.66625467498,0.03516196646,-7.5614745278e-08,-1.3681366129e-05,-5.4566652323e-06,305410.82164328656
382,-30305.538389435613,34379.772614124835,12598.735854716735,-16109.012790565546,-43897.73782731597,-17705.521139207744,103294.89292,41805.567316,-93822.123971,-0.78844258454,-0.65936118412,0.049365078486,-1.1933686617e-08,-1.3990388969e-05,-5.6201725084e-06,306212.4248496994
383,-31207.581744715866,33828.2119689433,12666.999252042537,-15832.363747115975,-43094.83116238435,-19803.25570604188,102654.22274,41282.746475,-93770.962514,-0.79923604376,-0.6522189987,0.063823917938,5.2751483865e-08,-1.430359297e-05,-5.7859388484e-06,307014.02805611223
384,-32036.125338035323,33196.973427089,12705.4282892945,-15523.279323536706,-42203.637160646824,-21860.419823183416,102004.79723,40765.852033,-93708.001928,-0.81015833111,-0.6448258167,0.078543330721,1.1848053148e-07,-1.4621047134e-05,-5.9540237715e-06,307815.63126252504
385,-32789.76279585458,32488.111884809354,12714.149279018202,-15182.392733103366,-41225.98158833266,-23872.79902696093,101346.51066,40255.087026,-93633.029309,-0.82121249363,-0.63717934534,0.093528342708,1.8529501217e-07,-1.4942821905e-05,-6.1244891398e-06,308617.2344689379
386,-33466.85659397432,31703.41150310143,12693.19078161249,-14810.402341672889,-40163.867344074315,-25836.270604233825,100679.25478,39750.656322,-93545.82757,-0.83240170797,-0.62927730405,0.10878416901,2.5323835882e-07,-1.5268989183e-05,-6.297399264e-06,309418.8376753507
387,-34065.51443731483,30844.411911191564,12642.484108469958,-14408.07023711262,-39019.470356039084,-27746.81203861661,100002.91868,39252.7666,-93446.175287,-0.843729287,-0.62111742764,0.12431622384,3.2235597253e-07,-1.5599622345e-05,-6.4728210151e-06,310220.4408817635
388,-34583.56098599353,29912.430203771848,12561.862099469006,-13976.220667540474,-37795.135122844644,-29600.509249832514,99317.388668,38761.626344,-93333.846524,-0.85519868686,-0.61269746994,0.14013013095,3.9269531903e-07,-1.5934796252e-05,-6.650823942e-06,311022.04408817634
389,-35018.50382040992,28908.57952741155,12451.056114074057,-13515.738352942517,-36493.369911112335,-31393.564611131034,98622.548175,38277.445817,-93208.610665,-0.86681351432,-0.60401520771,0.15623173479,4.6430603069e-07,-1.6274587266e-05,-6.8314803946e-06,311823.6472945892
390,-35367.49223335663,27833.785015316203,12309.691108896715,-13027.566672200046,-35116.841615454476,-33122.304734309575,97918.277607,37800.437043,-93070.232218,-0.87857753466,-0.59506844505,0.17262711234,5.3724001441e-07,-1.6619073254e-05,-7.0148656543e-06,312625.250501002
391,-35627.26704204951,26688.797753584993,12137.278582805253,-12512.705731431683,-33668.370297821326,-34783.18798803879,97204.454216,37330.813782,-92918.470626,-0.89049468009,-0.5858550182,0.18932258573,6.1155156578e-07,-1.6968333591e-05,-7.201058071e-06,313426.8537074148
392,-35794.099054553204,25474.207482793467,11933.207065934292,-11972.210312679674,-32150.92340318458,-36372.811766915744,96480.951964,36868.791497,-92753.080057,-0.90256905854,-0.57637280086,0.20632473568,6.8729749003e-07,-1.732244916e-05,-7.3901392076e-06,314228.4569138277
393,-35863.713053497246,24190.454825953475,11696.729695654822,-11407.187717434856,-30567.609692792084,-37887.91944210955,95747.641373,36414.58732,-92573.809182,-0.91480496318,-0.56661971013,0.22364041586,7.6453723002e-07,-1.7681502346e-05,-7.5821939924e-06,315030.0601202405
394,-35831.193126973696,22837.844014828384,11426.948256605641,-10818.795491361516,-28921.672856213616,-39325.40705765789,95004.389363,35968.420015,-92380.400951,-0.92720688241,-0.55659371297,0.24127676822,8.4333300199e-07,-1.8045577023e-05,-7.7773108794e-06,315831.6633266533
395,-35690.86329548747,21416.55751174931,11122.792778331503,-10208.239062507077,-27216.484893218356,-40682.32965786705,94251.059094,35530.509928,-92172.592342,-0.93977951062,-0.54629283344,0.25924123933,9.2374993935e-07,-1.8414758537e-05,-7.9755820181e-06,316633.2665330661
396,-35436.1359840503,19926.674325311895,10782.995589586782,-9576.769259374907,-25455.53917078808,-41955.90735951595,93487.509787,35101.078938,-91950.114108,-0.95252775953,-0.53571516067,0.27754159792,1.0058562451e-06,-1.8789133677e-05,-8.1771034318e-06,317434.869739479
397,-35059.31634495445,18368.195080062902,10406.058089163438,-8925.679762985308,-23642.443307344936,-43143.53100369907,92713.596545,34680.350395,-91712.690497,-0.9654567704,-0.52485885762,0.29618595362,1.0897233539e-06,-1.9168790645e-05,-8.3819752062e-06,318236.4729458918
398,-34551.3464437006,16741.078362862045,9990.208000240302,-8256.304440619351,-21780.911737253016,-44242.76754569644,91929.17015,34268.549055,-91460.038973,-0.97857192701,-0.51372217094,0.31518277707,1.1754261032e-06,-1.9553819006e-05,-8.5903016885e-06,319038.0761523046
399,-33901.46506890295,15045.295830827985,9533.343845030642,-7570.0146289952045,-19874.75814551808,-45251.36499750184,91134.076868,33865.901006,-91191.869897,-0.99187886949,-0.50230344166,0.33454092143,1.2630429159e-06,-1.9944309635e-05,-8.8021916975e-06,319839.67935871746
400,-33096.74645334028,13280.918731570657,9032.96195315537,-6868.216318546696,-17927.887637061056,-46167.25706205246,90328.158223,33472.633577,-90907.886214,-1.0053835092,-0.49060111726,0.35426964557,1.3526559935e-06,-2.0340354647e-05,-9.017758745e-06,320641.28256513027
401,-32121.461629314304,11448.257407448453,8486.059244241427,-6152.347273625979,-15944.28873822183,-46988.56736194838,89511.250773,33088.975248,-90607.783096,-1.0190920446,-0.47861376489,0.37437863887,1.4443515219e-06,-2.0742047317e-05,-9.2371212698e-06,321442.8857715431
402,-30956.17071231021,9548.093203783397,7889.001601005026,-5423.874048771692,-13928.025119024942,-47713.613358575225,88683.18586,32715.15554,-90291.247587,-1.0330109783,-0.46634008614,0.39487804807,1.538219889e-06,-2.1149481974e-05,-9.4604028854e-06,322244.48897795595
403,-29576.39481607661,7582.07619306332,7237.342663213506,-4684.289078606131,-11883.227531063747,-48340.90961846364,87843.789359,32351.404892,-89957.958203,-1.0471471349,-0.45377893335,0.41577850598,1.6343559175e-06,-2.1562753891e-05,-9.6877326403e-06,323046.09218436875
