t,w_x,w_y,w_z,phi,theta,psi,x,y,z,v_x,v_y,v_z
0,0,0,0.314159265,0,-1.570796327,0,0,0,0,0,0,0
0.096032011,-1.82E-05,1.64E-05,0.314429076,-7.72E-07,-1.570797215,0.030182301,1.20E-10,9.22E-04,-1.35E-10,4.98E-09,0.019206402,-5.66E-09
0.192064021,-3.68E-05,3.24E-05,0.314698888,-2.99E-06,-1.57079996,0.060390513,1.84E-09,0.003688859,-2.23E-09,3.89E-08,0.038412804,-4.60E-08
0.288096032,-5.56E-05,4.82E-05,0.314968699,-6.52E-06,-1.570804675,0.090624635,9.33E-09,0.008299932,-1.13E-08,1.28E-07,0.057619206,-1.58E-07
0.384128043,-7.47E-05,6.36E-05,0.31523851,-1.12E-05,-1.570811464,0.120884668,2.91E-08,0.014755435,-3.61E-08,2.97E-07,0.076825609,-3.80E-07
0.480160053,-9.41E-05,7.86E-05,0.315508321,-1.69E-05,-1.570820423,0.151170611,6.95E-08,0.023055368,-8.91E-08,5.64E-07,0.096032011,-7.53E-07
0.576192064,-1.14E-04,9.33E-05,0.315778132,-2.34E-05,-1.570831634,0.181482464,1.31E-07,0.033199729,-1.92E-07,9.50E-07,0.115238413,-1.31E-06
0.672224075,-1.34E-04,0.000107671,0.316047943,-3.05E-05,-1.570845174,0.211820228,2.13E-07,0.045188521,-3.75E-07,1.47E-06,0.134444815,-2.10E-06
0.768256085,-1.54E-04,0.000121662,0.316317754,-3.82E-05,-1.57086111,0.242183903,3.40E-07,0.059021741,-6.57E-07,2.13E-06,0.153651217,-3.17E-06
0.864288096,-1.75E-04,0.000135289,0.316587565,-4.62E-05,-1.570879498,0.272573487,5.38E-07,0.074699391,-1.07E-06,2.94E-06,0.172857619,-4.57E-06
0.960320107,-1.95E-04,0.000148547,0.316857376,-5.42E-05,-1.570900385,0.302988982,8.28E-07,0.09222147,-1.63E-06,3.91E-06,0.192064021,-6.35E-06
1.056352117,-2.16E-04,0.00016143,0.317127187,-6.22E-05,-1.570923804,0.333430388,1.23E-06,0.111587979,-2.39E-06,5.03E-06,0.211270423,-8.56E-06
1.152384128,-2.37E-04,0.000173933,0.317396998,-6.99E-05,-1.570949778,0.363897703,1.76E-06,0.132798917,-3.38E-06,6.30E-06,0.230476825,-1.13E-05
1.248416139,-2.59E-04,0.000186052,0.317666809,-7.71E-05,-1.570978319,0.394390929,2.43E-06,0.155854285,-4.64E-06,7.71E-06,0.249683227,-1.45E-05
1.344448149,-2.81E-04,0.000197781,0.31793662,-8.36E-05,-1.571009425,0.424910065,3.26E-06,0.180754082,-6.24E-06,9.26E-06,0.268889629,-1.83E-05
1.44048016,-3.03E-04,0.000209117,0.318206431,-8.93E-05,-1.571043085,0.455455112,4.25E-06,0.207498308,-8.22E-06,1.09E-05,0.28809603,-2.27E-05
1.536512171,-3.25E-04,0.000220054,0.318476242,-9.40E-05,-1.571079274,0.486026069,5.42E-06,0.236086964,-1.07E-05,1.27E-05,0.307302432,-2.78E-05
1.632544181,-0.000347081,0.000230587,0.318746052,-9.74E-05,-1.57111796,0.516622937,6.76E-06,0.266520049,-1.36E-05,1.45E-05,0.326508833,-3.36E-05
1.728576192,-0.000369627,0.000240714,0.319015863,-9.94E-05,-1.571159094,0.547245715,8.28E-06,0.298797564,-1.71E-05,1.64E-05,0.345715234,-4.02E-05
1.824608203,-0.000392364,0.000250429,0.319285674,-9.98E-05,-1.571202619,0.577894405,9.98E-06,0.332919507,-2.13E-05,1.83E-05,0.364921634,-4.76E-05
1.920640213,-0.000415287,0.000259728,0.319555484,-9.84E-05,-1.571248465,0.608569006,1.19E-05,0.36888588,-2.62E-05,2.02E-05,0.384128035,-5.59E-05
2.016672224,-0.000438386,0.000268608,0.319825295,-9.50E-05,-1.571296553,0.639269519,1.39E-05,0.406696682,-3.20E-05,2.21E-05,0.403334435,-6.50E-05
2.112704235,-0.000461654,0.000277065,0.320095105,-8.95E-05,-1.571346789,0.669995943,1.61E-05,0.446351914,-3.86E-05,2.39E-05,0.422540834,-7.51E-05
2.208736245,-0.000485085,0.000285095,0.320364916,-8.16E-05,-1.571399069,0.70074828,1.85E-05,0.487851574,-4.63E-05,2.55E-05,0.441747233,-8.62E-05
2.304768256,-0.000508668,0.000292695,0.320634726,-7.13E-05,-1.571453278,0.731526529,2.10E-05,0.531195664,-5.51E-05,2.70E-05,0.460953631,-9.82E-05
2.400800267,-0.000532397,0.000299861,0.320904536,-5.82E-05,-1.57150929,0.762330691,2.37E-05,0.576384182,-6.52E-05,2.82E-05,0.480160029,-1.11E-04
2.496832277,-0.000556264,0.000306591,0.321174347,-4.23E-05,-1.571566966,0.793160766,2.64E-05,0.62341713,-7.65E-05,2.92E-05,0.499366425,-1.26E-04
2.592864288,-0.000580261,0.00031288,0.321444157,-2.34E-05,-1.571626178,0.824016754,2.92E-05,0.672294506,-8.93E-05,2.98E-05,0.518572821,-1.41E-04
2.688896299,-0.000604379,0.000318727,0.321713967,-1.34E-06,-1.571686779,0.854898656,3.21E-05,0.723016311,-1.04E-04,3.01E-05,0.537779217,-1.57E-04
2.784928309,-0.000628609,0.000324128,0.321983777,2.40E-05,-1.571748585,0.885806473,3.49E-05,0.775582545,-1.20E-04,2.99E-05,0.556985611,-1.75E-04
2.88096032,-0.000652945,0.00032908,0.322253587,5.27E-05,-1.571811408,0.916740206,3.77E-05,0.829993207,-1.37E-04,2.92E-05,0.576192003,-1.94E-04
2.976992331,-0.000677376,0.000333581,0.322523397,8.51E-05,-1.571875056,0.947699855,4.04E-05,0.886248298,-1.57E-04,2.79E-05,0.595398395,-2.14E-04
3.073024341,-0.000701894,0.000337628,0.322793207,0.000121015,-1.571939332,0.97868542,4.29E-05,0.944347817,-1.78E-04,2.59E-05,0.614604785,-2.36E-04
3.169056352,-0.000726491,0.000341219,0.323063017,0.000160743,-1.572004035,1.009696903,4.52E-05,1.004291764,-2.02E-04,2.32E-05,0.633811174,-2.58E-04
3.265088363,-0.000751158,0.000344352,0.323332827,0.000204325,-1.572068958,1.040734303,4.73E-05,1.066080139,-2.28E-04,1.97E-05,0.653017561,-2.82E-04
3.361120373,-0.000775886,0.000347025,0.323602637,0.000251839,-1.572133891,1.071797622,4.89E-05,1.129712943,-2.56E-04,1.53E-05,0.672223946,-3.07E-04
3.457152384,-0.000800666,0.000349235,0.323872446,0.000303351,-1.572198619,1.102886861,5.01E-05,1.195190174,-2.87E-04,9.98E-06,0.69143033,-3.33E-04
3.553184395,-0.00082549,0.000350983,0.324142256,0.000358914,-1.572262921,1.134002019,5.08E-05,1.262511832,-3.20E-04,3.60E-06,0.710636711,-3.61E-04
3.649216405,-0.000850349,0.000352265,0.324412066,0.00041857,-1.572326574,1.165143096,5.08E-05,1.331677918,-3.57E-04,-3.88E-06,0.72984309,-3.90E-04
3.745248416,-0.000875233,0.000353081,0.324681875,0.000482348,-1.572389349,1.196310095,5.01E-05,1.402688431,-3.95E-04,-1.25E-05,0.749049467,-4.20E-04
3.841280427,-0.000900134,0.00035343,0.324951685,0.000550265,-1.572451011,1.227503014,4.85E-05,1.475543371,-4.37E-04,-2.25E-05,0.768255841,-4.51E-04
3.937312437,-0.000925043,0.00035331,0.325221494,0.000622327,-1.572511324,1.258721854,4.58E-05,1.550242738,-4.82E-04,-3.37E-05,0.787462213,-4.83E-04
4.033344448,-0.000949951,0.000352721,0.325491304,0.000698526,-1.572570043,1.289966616,4.20E-05,1.62678653,-5.30E-04,-4.64E-05,0.806668581,-5.17E-04
4.129376459,-0.000974849,0.000351663,0.325761113,0.000778842,-1.572626923,1.321237301,3.70E-05,1.705174749,-5.81E-04,-6.06E-05,0.825874947,-5.51E-04
4.225408469,-0.000999727,0.000350134,0.326030922,0.000863244,-1.572681712,1.352533907,3.05E-05,1.785407394,-6.36E-04,-7.63E-05,0.84508131,-5.87E-04
4.32144048,-0.001024577,0.000348135,0.326300732,0.000951689,-1.572734152,1.383856436,2.23E-05,1.867484464,-6.94E-04,-9.37E-05,0.864287669,-6.24E-04
4.417472491,-0.001049389,0.000345666,0.326570541,0.001044121,-1.572783984,1.415204887,1.25E-05,1.951405959,-7.56E-04,-1.13E-04,0.883494024,-6.61E-04
4.513504502,-0.001074154,0.000342726,0.32684035,0.001140471,-1.572830943,1.446579262,6.38E-07,2.037171879,-8.21E-04,-1.34E-04,0.902700376,-7.00E-04
4.609536512,-0.001098864,0.000339315,0.327110159,0.001240659,-1.572874823,1.477979559,-1.33E-05,2.124782223,-8.90E-04,-1.57E-04,0.921906724,-7.40E-04
4.705568523,-0.001123508,0.000335435,0.327379968,0.001344576,-1.572915389,1.509405779,-2.95E-05,2.214236992,-9.63E-04,-1.82E-04,0.941113068,-7.80E-04
4.801600534,-0.001148078,0.000331085,0.327649778,0.001452095,-1.572952387,1.540857921,-4.82E-05,2.305536184,-1.04E-03,-2.08E-04,0.960319407,-8.21E-04
4.897632544,-0.001172564,0.000326267,0.327919587,0.001563079,-1.572985568,1.572335984,-6.96E-05,2.398679799,-1.12E-03,-2.37E-04,0.979525743,-8.63E-04
4.993664555,-0.001196957,0.00032098,0.328189396,0.00167738,-1.573014696,1.603839969,-9.39E-05,2.493667836,-1.21E-03,-2.68E-04,0.998732073,-9.05E-04
5.089696566,-0.001221247,0.000315227,0.328459205,0.001794839,-1.573039545,1.635369874,-1.21E-04,2.590500297,-1.29E-03,-3.02E-04,1.017938398,-9.48E-04
5.185728576,-0.001245424,0.000309008,0.328729014,0.001915284,-1.573059896,1.666925698,-1.52E-04,2.689177178,-1.39E-03,-3.37E-04,1.037144719,-9.91E-04
5.281760587,-0.00126948,0.000302324,0.328998823,0.002038534,-1.573075543,1.698507441,-1.86E-04,2.789698482,-1.48E-03,-3.75E-04,1.056351034,-1.03E-03
5.377792598,-0.001293405,0.000295178,0.329268632,0.002164394,-1.573086288,1.730115102,-2.24E-04,2.892064206,-1.59E-03,-4.16E-04,1.075557343,-1.08E-03
5.473824608,-0.001317191,0.000287571,0.329538442,0.002292661,-1.573091944,1.761748679,-2.66E-04,2.99627435,-1.69E-03,-4.59E-04,1.094763647,-1.12E-03
5.569856619,-0.001340827,0.000279505,0.329808251,0.002423117,-1.573092333,1.793408173,-3.12E-04,3.102328914,-1.80E-03,-5.04E-04,1.113969945,-0.001166805
5.66588863,-0.001364304,0.000270982,0.33007806,0.002555536,-1.573087287,1.82509358,-3.63E-04,3.210227897,-1.92E-03,-0.000551648,1.133176237,-0.001210849
5.76192064,-0.001387614,0.000262005,0.330347869,0.002689678,-1.573076647,1.856804902,-4.18E-04,3.319971299,-2.03E-03,-0.000602029,1.152382523,-0.001254745
5.857952651,-0.001410748,0.000252576,0.330617678,0.002825295,-1.573060266,1.888542135,-4.79E-04,3.431559119,-2.16E-03,-0.000654996,1.171588803,-0.001298387
5.953984662,-0.001433695,0.000242697,0.330887488,0.002962123,-1.573038006,1.920305279,-5.44E-04,3.544991356,-2.28E-03,-0.000710573,1.190795076,-0.001341663
6.050016672,-0.001456447,0.000232372,0.331157297,0.003099892,-1.573009737,1.952094332,-6.15E-04,3.660268009,-2.41E-03,-0.000768782,1.210001342,-0.001384459
6.146048683,-0.001478996,0.000221603,0.331427107,0.003238316,-1.572975341,1.983909293,-6.92E-04,3.777389079,-2.55E-03,-0.000829638,1.229207601,-0.001426658
6.242080694,-0.001501332,0.000210395,0.331696916,0.0033771,-1.572934709,2.01575016,-7.75E-04,3.896354564,-2.69E-03,-0.000893155,1.248413853,-0.001468138
6.338112704,-0.001523445,0.000198749,0.331966726,0.003515939,-1.572887742,2.047616931,-8.64E-04,4.017164464,-2.83E-03,-0.00095934,1.267620098,-0.001508777
6.434144715,-0.001545328,0.000186671,0.332236535,0.003654516,-1.572834352,2.079509604,-9.59E-04,4.139818778,-2.98E-03,-0.001028196,1.286826336,-0.001548447
6.530176726,-0.001566972,0.000174162,0.332506345,0.003792587,-1.57277449,2.11142818,-1.06E-03,4.264317505,-3.13E-03,-0.00109972,1.306032566,-0.001587048
6.626208736,-0.001588367,0.000161228,0.332776155,0.003929839,-1.572708123,2.143372656,-1.17E-03,4.390660644,-3.28E-03,-0.001173894,1.325238789,-0.001624457
6.722240747,-0.001609506,0.000147873,0.333045964,0.004065917,-1.572635225,2.175343031,-1.29E-03,4.518848196,-3.44E-03,-0.001250696,1.344445004,-0.001660536
6.818272758,-0.001630378,0.0001341,0.333315774,0.00420047,-1.572555784,2.207339302,-1.41E-03,4.648880158,-3.60E-03,-0.001330097,1.363651211,-0.001695149
6.914304768,-0.001650975,0.000119914,0.333585584,0.004333151,-1.572469807,2.23936147,-1.54E-03,4.780756531,-3.77E-03,-0.001412062,1.382857411,-0.001728164
7.010336779,-0.001671289,0.00010532,0.333855395,0.004463618,-1.572377318,2.271409532,-1.68E-03,4.914477314,-3.93E-03,-0.001496551,1.402063602,-0.00175945
7.10636879,-0.001691309,9.03E-05,0.334125205,0.004591535,-1.572278355,2.303483488,-1.83E-03,5.050042505,-4.10E-03,-0.001583517,1.421269785,-0.001788882
7.2024008,-0.001711029,7.49E-05,0.334395015,0.00471657,-1.572172976,2.335583336,-1.99E-03,5.187452104,-4.28E-03,-0.001672907,1.440475959,-0.001816334
7.298432811,-0.001730439,5.91E-05,0.334664826,0.004838394,-1.572061254,2.367709077,-2.15E-03,5.32670611,-4.45E-03,-0.001764664,1.459682125,-0.001841686
7.394464822,-0.001749532,4.30E-05,0.334934636,0.004956686,-1.571943278,2.39986071,-2.32E-03,5.467804522,-4.63E-03,-0.001858723,1.478888283,-0.001864819
7.490496832,-0.001768298,2.64E-05,0.335204447,0.005071128,-1.571819156,2.432038235,-2.51E-03,5.61074734,-4.81E-03,-0.001955015,1.498094433,-0.001885617
7.586528843,-0.001786731,9.46E-06,0.335474258,0.005181407,-1.57168901,2.464241652,-2.70E-03,5.755534562,-0.004992491,-0.002053464,1.517300574,-0.001903969
7.682560854,-0.001804821,-7.85E-06,0.335744069,0.005287214,-1.571552982,2.496470961,-2.90E-03,5.902166189,-0.005176089,-0.002153987,1.536506706,-0.001919763
7.778592864,-0.001822561,-2.55E-05,0.336013881,0.005388245,-1.571411227,2.528726163,-3.11E-03,6.050642219,-0.005361107,-0.002256498,1.55571283,-0.001932893
7.874624875,-0.001839944,-4.36E-05,0.336283692,0.005484203,-1.57126392,2.561007258,-3.34E-03,6.200962651,-0.005547287,-0.002360904,1.574918946,-0.001943255
7.970656886,-0.001856962,-6.19E-05,0.336553504,0.005574792,-1.571111251,2.593314248,-0.003567797,6.353127484,-0.005734358,-0.002467104,1.594125052,-0.001950748
8.066688896,-0.001873606,-8.07E-05,0.336823316,5.66E-03,-1.570953427,2.625647133,-0.003809952,6.507136718,-0.005922035,-0.002574994,1.613331151,-0.001955272
8.162720907,-0.001889871,-9.97E-05,0.337093128,5.74E-03,-1.570790671,2.658005915,-0.004062521,6.662990352,-0.006110026,-0.002684463,1.632537241,-0.001956733
8.258752918,-0.001905749,-0.00011915,0.33736294,5.81E-03,-1.570623225,2.690390596,-0.00432565,6.820688385,-0.006298024,-0.002795393,1.651743323,-0.001955038
8.354784928,-0.001921231,-0.000138881,0.337632752,0.005877755,-1.570451345,2.722801176,-0.004599473,6.980230817,-0.006485711,-0.002907663,1.670949396,-0.001950095
8.450816939,-0.001936313,-0.000158932,0.337902565,0.005937261,-1.570275306,2.755237659,-0.004884119,7.141617646,-0.006672757,-0.003021144,1.690155461,-0.00194182
8.54684895,-0.001950986,-0.000179294,0.338172378,0.005989734,-1.570095399,2.787700046,-0.005179706,7.304848871,-0.006858823,-0.003135701,1.709361518,-0.001930126
8.64288096,-0.001965244,-0.00019996,0.338442191,0.006034914,-1.56991193,2.82018834,-0.005486345,7.469924493,-0.007043555,-0.003251194,1.728567567,-0.001914934
8.738912971,-0.00197908,-0.000220923,0.338712004,0.006072554,-1.569725212,2.852702542,-0.005804129,7.636844509,-0.007226601,-0.003367482,1.747773608,-0.001896166
8.834944982,-0.001992488,-0.000242176,0.338981818,0.006102518,-1.569535462,2.885242654,-0.006133057,7.80560892,-0.007407736,-0.00348446,1.766979641,-0.001873775
8.930976992,-0.002005462,-0.000263711,0.339251631,0.006124622,-1.569343038,2.91780868,-0.006473176,7.976217725,-0.007586607,-0.003601973,1.786185666,-0.001847713
9.027009003,-0.002017996,-0.000285519,0.339521445,0.006138678,-1.569148337,2.950400623,-0.006824548,8.148670924,-0.007762822,-0.003719846,1.805391684,-0.001817932
9.123041014,-0.002030082,-0.000307594,0.33979126,0.006144516,-1.568951759,2.983018489,-0.007187212,8.322968514,-0.007935992,-0.003837909,1.824597695,-0.001784392
9.219073024,-0.002041714,-0.000329925,0.340061074,0.006141987,-1.568753703,3.015662282,-0.007561194,8.499110496,-0.008105732,-0.00395599,1.843803699,-0.001747061
9.315105035,-0.002052887,-0.000352505,0.340330889,0.006130962,-1.568554569,3.048332006,-0.0079465,8.677096868,-0.008271664,-0.004073919,1.863009695,-0.001705916
9.411137046,-0.002063594,-0.000375324,0.340600704,0.006111333,-1.568354757,3.081027665,-0.00834312,8.856927631,-0.008433409,-0.004191528,1.882215685,-0.001660938
9.507169056,-0.00207383,-0.000398375,0.340870519,0.006083011,-1.568154666,3.113749263,-0.008751026,9.038602783,-0.008590597,-0.004308647,1.901421669,-0.001612119
9.603201067,-0.002083589,-0.000421649,0.341140335,0.006045928,-1.567954696,3.146496804,-0.009170173,9.222122324,-0.008742859,-0.004425109,1.920627646,-0.001559458
9.699233078,-0.002092867,-0.000445136,0.341410151,0.006000036,-1.56775525,3.179270291,-0.009600498,9.407486253,-0.008889831,-0.004540749,1.939833617,-0.001502961
9.795265088,-0.002101657,-0.000468828,0.341679967,0.005945309,-1.567556726,3.212069727,-0.010041923,9.59469457,-0.009031153,-0.004655401,1.959039582,-0.001442642
9.891297099,-0.002109955,-0.000492715,0.341949783,0.005881738,-1.567359526,3.244895116,-0.010494349,9.783747273,-0.009166471,-0.0047689,1.978245542,-0.001378522
9.98732911,-0.002117757,-0.000516789,0.3422196,0.005809337,-1.567164051,3.27774646,-0.010957663,9.974644363,-0.009295431,-0.004881084,1.997451496,-0.001310632
10.08336112,-0.002125058,-0.000541039,0.342489417,0.005728139,-1.566970703,3.310623762,-0.011431733,10.16738584,-0.009417688,-4.99E-03,2.016657445,-0.001239008
10.17939313,-0.002131853,-0.000565457,0.342759234,0.005638197,-1.566779883,3.343527025,-0.01191641,10.3619717,-0.009532896,-5.10E-03,2.03586339,-0.001163695
10.27542514,-0.00213814,-0.000590034,0.343029052,0.005539586,-1.566591993,3.376456251,-0.012411527,10.55840195,-0.009640718,-5.21E-03,2.05506933,-0.001084745
10.37145715,-0.002143913,-0.000614759,0.34329887,0.0054324,-1.566407435,3.409411442,-0.012916901,10.75667658,-0.009740818,-5.31E-03,2.074275266,-0.001002219
10.46748916,-0.00214917,-0.000639622,0.343568688,0.005316753,-1.566226612,3.4423926,-0.013432332,10.95679559,-0.009832864,-5.42E-03,2.093481198,-0.000916185
10.56352117,-0.002153907,-0.000664615,0.343838506,0.005192779,-1.566049925,3.475399726,-0.0139576,11.15875899,-0.00991653,-5.52E-03,2.112687126,-0.000826717
10.65955318,-0.00215812,-0.000689728,0.344108325,0.005060635,-1.565877778,3.508432824,-0.01449247,11.36256678,-0.009991494,-5.62E-03,2.131893051,-0.000733899
10.7555852,-0.002161807,-0.000714949,0.344378144,0.004920494,-1.565710573,3.541491893,-0.015036689,11.56821895,-0.010057435,-5.71E-03,2.151098974,-0.000637822
10.85161721,-0.002164966,-0.00074027,0.344647963,0.004772552,-1.565548714,3.574576935,-0.015589988,11.7757155,-0.010114041,-5.81E-03,2.170304894,-0.000538585
10.94764922,-0.002167592,-0.00076568,0.344917783,0.004617026,-1.565392603,3.607687951,-0.016152078,11.98505643,-0.010160999,-5.90E-03,2.189510811,-0.000436294
11.04368123,-0.002169684,-0.000791168,0.345187603,0.004454151,-1.565242646,3.640824943,-0.016722654,12.19624175,-0.010198004,-5.98E-03,2.208716727,-0.000331062
11.13971324,-0.002171241,-0.000816725,0.345457423,0.004284183,-1.565099245,3.67398791,-0.017301395,12.40927145,-0.010224753,-6.07E-03,2.227922642,-0.000223011
11.23574525,-0.002172259,-0.00084234,0.345727244,0.0041074,-1.564962805,3.707176853,-0.017887961,12.62414553,-0.010240948,-6.15E-03,2.247128556,-0.000112272
11.33177726,-0.002172737,-0.000868003,0.345997065,0.003924041,-1.564833677,3.740391774,-0.018482055,12.84086399,-0.010246359,-6.22E-03,2.266334469,1.04E-06
11.42780927,-0.002172675,-0.000893705,0.346266886,0.003734244,-1.56471204,3.773632674,-0.019083527,13.05942684,-0.010240949,-6.30E-03,2.285540382,0.00011686
11.52384128,-0.002172069,-0.000919436,0.346536707,0.003538407,-1.564598231,3.806899548,-0.019691984,13.27983407,-0.010224469,-6.37E-03,2.304746295,0.000235003
11.61987329,-0.00217092,-0.000945184,0.346806529,0.003336954,-1.564492584,3.840192392,-0.020307008,13.50208568,-0.010196666,-6.43E-03,2.323952208,0.000355285
11.7159053,-0.002169225,-0.000970938,0.347076351,0.003130313,-1.564395408,3.873511201,-0.020928182,13.72618168,-0.010157309,-6.50E-03,2.343158122,0.00047752
11.81193731,-0.002166983,-0.000996687,0.347346173,0.002918914,-1.564306992,3.906855969,-0.021555089,13.95212206,-0.010106186,-0.006553905,2.362364038,0.00060152
11.90796932,-0.002164194,-0.001022419,0.347615996,0.002703188,-1.5642276,3.940226693,-0.022187311,14.17990682,-0.010043106,-0.006607902,2.381569956,0.0007271
12.00400133,-0.002160856,-0.001048124,0.347885818,0.002483571,-1.564157474,3.973623367,-0.022824434,14.40953596,-0.0099679,-0.006657713,2.400775875,0.000854072
12.10003334,-0.00215697,-0.001073791,0.348155641,0.002260499,-1.564096832,4.007045987,-0.023466042,14.64100949,-0.009880419,-0.006703267,2.419981797,0.000982248
12.19606536,-0.002152535,-0.001099407,0.348425465,0.00203441,-1.564045871,4.040494547,-0.024111718,14.8743274,-0.009780535,-0.006744502,2.439187721,0.001111441
12.29209737,-0.002147551,-0.001124963,0.348695288,0.001805747,-1.564004763,4.073969043,-0.02476105,15.1094897,-0.009668141,-0.006781366,2.458393649,0.001241463
12.38812938,-0.002142019,-0.001150448,0.348965112,0.001574953,-1.563973657,4.10746947,-0.025413622,15.34649638,-0.00954315,-0.006813813,2.47759958,0.001372127
12.48416139,-0.002135939,-0.001175849,0.349234936,0.001342474,-1.563952682,4.140995824,-0.026069021,15.58534744,-0.009405497,-0.006841808,2.496805514,0.001503244
12.5801934,-0.002129313,-0.001201158,0.349504761,0.001108758,-1.563941939,4.174548099,-0.026726833,15.82604289,-0.009255138,-0.006865324,2.516011453,0.001634626
12.67622541,-0.002122142,-0.001226361,0.349774585,0.000874256,-1.563941512,4.208126291,-0.027386646,16.06858272,-0.009092049,-0.006884342,2.535217396,0.001766086
12.77225742,-0.002114426,-0.00125145,0.35004441,0.000639421,-1.563951456,4.241730395,-0.028048047,16.31296694,-0.008916227,-0.006898853,2.554423343,0.001897434
12.86828943,-0.002106168,-0.001276413,0.350314235,0.000404708,-1.563971807,4.275360406,-0.028710625,16.55919554,-0.008727689,-0.006908856,2.573629296,0.002028481
12.96432144,-0.002097369,-0.001301239,0.35058406,0.000170574,-1.564002577,4.30901632,-0.029373968,16.80726853,-0.008526475,-0.006914358,2.592835253,0.00215904
13.06035345,-0.002088033,-0.001325917,0.350853886,-6.25E-05,-1.564043754,4.342698132,-0.030037664,17.05718591,-0.008312644,-0.006915376,2.612041216,0.00228892
13.15638546,-0.00207816,-0.001350437,0.351123711,-0.000294113,-1.564095305,4.376405838,-0.030701305,17.30894767,-0.008086276,-0.006911937,2.631247184,0.002417933
13.25241747,-0.002067754,-0.001374788,0.351393537,-0.000523739,-1.564157173,4.410139432,-3.14E-02,17.56255382,-0.007847473,-0.006904072,2.650453158,0.002545889
13.34844948,-0.002056819,-0.00139896,0.351663363,-0.000750932,-1.564229277,4.44389891,-3.20E-02,17.81800436,-0.007596357,-0.006891827,2.669659139,0.0026726
13.44448149,-0.002045356,-0.001422942,0.35193319,-0.000975224,-1.564311515,4.477684267,-3.27E-02,18.07529929,-0.007333071,-0.006875251,2.688865125,0.002797874
13.5405135,-0.00203337,-0.001446723,0.352203016,-0.001196141,-1.56440376,4.511495499,-3.33E-02,18.33443861,-0.007057779,-0.006854405,2.708071119,0.002921523
13.63654552,-0.002020865,-0.001470293,0.352472842,-0.001413212,-1.564505864,4.545332601,-3.40E-02,18.59542231,-0.006770666,-0.006829359,2.727277119,0.003043356
13.73257753,-0.002007843,-0.001493641,0.352742669,-0.001625959,-1.564617654,4.579195569,-3.47E-02,18.85825041,-0.006471936,-0.006800189,2.746483126,0.003163183
13.82860954,-0.00199431,-0.001516757,0.353012496,-0.001833904,-1.564738936,4.613084397,-3.53E-02,19.1229229,-0.006161816,-0.006766983,2.76568914,0.003280814
13.92464155,-0.001980271,-0.001539631,0.353282323,-0.002036566,-1.564869491,4.646999082,-3.60E-02,19.38943979,-0.005840554,-0.006729835,2.784895161,0.003396058
14.02067356,-0.001965729,-0.001562252,0.35355215,-0.002233464,-1.56500908,4.680939618,-3.66E-02,19.65780106,-0.005508418,-0.006688849,2.80410119,0.003508724
14.11670557,-0.00195069,-0.00158461,0.353821977,-0.00242411,-1.565157436,4.714906002,-3.72E-02,19.92800673,-0.005165695,-0.006644138,2.823307226,0.003618622
14.21273758,-0.001935159,-0.001606694,0.354091804,-0.002608017,-1.565314275,4.748898228,-3.79E-02,20.2000568,-0.004812697,-0.006595824,2.84251327,0.003725561
14.30876959,-0.001919142,-0.001628495,0.354361632,-0.002784696,-1.565479286,4.782916292,-3.85E-02,20.47395126,-0.004449753,-0.006544037,2.861719323,0.003829349
14.4048016,-0.001902643,-0.001650002,0.354631459,-0.002953761,-1.565652195,4.816960191,-3.91E-02,20.74969012,-0.004077116,-0.006488895,2.880925383,0.003929828
14.50083361,-0.001885667,-0.001671207,0.354901287,-0.003115049,-1.565832768,4.851029928,-3.98E-02,21.02727338,-0.003694891,-0.006430514,2.900131451,0.004026914
14.59686562,-0.00186822,-0.001692099,0.355171114,-0.003268186,-1.566020568,4.885125504,-4.04E-02,21.30670103,-0.003303453,-0.006369073,2.919337528,0.004120465
14.69289763,-0.001850308,-0.001712668,0.355440942,-0.003412808,-1.566215145,4.919246921,-4.10E-02,21.58797308,-0.002903192,-0.006304759,2.938543613,0.004210343
14.78892964,-0.001831937,-0.001732903,0.35571077,-0.003548577,-1.566416046,4.953394183,-4.16E-02,21.87108953,-0.002494501,-0.006237759,2.957749706,0.00429642
14.88496165,-0.001813113,-0.001752795,0.355980597,-0.00367518,-1.566622813,4.987567292,-0.042180795,22.15605039,-0.002077776,-0.00616826,2.976955808,0.004378578
14.98099366,-0.001793844,-0.001772332,0.356250425,-0.003792329,-1.566834985,5.021766251,-0.042770133,22.44285564,-0.001653414,-0.006096453,2.996161918,0.004456707
15.07702568,-0.001774137,-0.001791507,0.356520253,-0.00389976,-1.567052096,5.055991063,-0.04335245,22.7315053,-0.001221817,-0.006022527,3.015368036,0.004530707
15.17305769,-0.001753999,-0.001810308,0.356790081,-0.003997237,-1.56727368,5.09024173,-0.043927536,23.02199935,-0.000783389,-0.005946674,3.034574162,0.004600488
15.2690897,-0.001733436,-0.001828728,0.357059908,-0.004084546,-1.567499263,5.124518257,-0.0444952,23.31433781,-0.000338536,-0.005869087,3.053780296,0.00466597
15.36512171,-0.001712457,-0.001846756,0.357329736,-0.0041615,-1.56772837,5.158820646,-0.045055277,23.60852068,0.000112335,-0.005789959,3.072986438,0.004727081
15.46115372,-0.00169107,-0.001864383,0.357599563,-0.004227936,-1.567960521,5.193148901,-0.045607619,23.90454795,0.00056881,-0.005709486,3.092192588,0.004783758
