t,w_x,w_y,w_z,phi,theta,psi,x,y,z,v_x,v_y,v_z
53.68189396,0.000243279,0.000356937,0.46498546,0.001283077,-1.569725463,20.91314981,-0.382391972,288.1719622,0.26401198,-0.01322831,10.73629421,0.010837367
53.77792598,0.000215004,0.000379451,0.465255272,0.001281591,-1.569766729,20.95781626,-0.383662929,289.2039123,0.265053915,-0.01325304,10.75550059,0.010857503
53.87395799,0.000186109,0.000401221,0.465525083,0.001285309,-1.569808589,21.00250861,-0.384936234,290.2377069,0.266097837,-0.013277744,10.77470696,0.010876873
53.96999,0.000156612,0.00042223,0.465794895,0.001294265,-1.569850566,21.04722687,-0.386211911,291.2733459,0.267143661,-0.013302521,10.79391334,0.01089547
54.06602201,0.000126536,0.000442463,0.466064706,0.00130846,-1.569892162,21.09197103,-0.387489994,292.3108293,0.268191295,-0.013327472,10.81311972,0.010913294
54.16205402,9.59E-05,0.000461904,0.466334517,0.001327866,-1.569932862,21.1367411,-0.388770526,293.3501571,0.269240641,-0.013352703,10.8323261,0.010930353
54.25808603,6.47E-05,0.00048054,0.466604329,0.001352422,-1.56997213,21.18153708,-0.390053563,294.3913294,0.270291594,-0.013378325,10.85153248,0.01094666
54.35411804,3.31E-05,0.000498357,0.46687414,0.001382037,-1.570009411,21.22635896,-0.391339168,295.4343461,0.271344043,-0.013404452,10.87073886,0.010962236
54.45015005,8.82E-07,0.00051534,0.467143951,0.001416587,-1.570044131,21.27120675,-0.392627418,296.4792072,0.272397869,-0.013431202,10.88994524,0.010977108
54.54618206,-3.18E-05,0.000531476,0.467413762,0.001455918,-1.570075694,21.31608045,-0.393918397,297.5259128,0.273452947,-0.013458698,10.90915162,0.010991311
54.64221407,-6.48E-05,0.000546755,0.467683573,0.001499882,-1.570103541,21.36098006,-0.395212174,298.5744627,0.274509187,-0.013487061,10.928358,1.10E-02
54.73824608,-9.83E-05,0.000561166,0.467953384,0.001548521,-1.570127597,21.40590557,-0.396508609,299.6248571,0.275566851,-0.013516352,10.94756437,1.10E-02
54.83427809,-0.00013223,0.000574698,0.468223195,0.00160141,-1.570147524,21.450857,-0.397807792,300.677096,0.276625936,-0.013546638,10.96677075,1.10E-02
54.9303101,-0.000166509,0.000587338,0.468493006,0.001658016,-1.570162904,21.49583434,-0.399109878,301.7311792,0.277686357,-0.013577988,10.98597712,1.10E-02
55.02634211,-0.000201137,0.000599071,0.468762816,0.001717811,-1.570173359,21.54083759,-0.40041502,302.7871069,0.278748042,-0.013610462,11.00518349,1.11E-02
55.12237412,-0.00023609,0.000609889,0.469032627,0.001780271,-1.57017855,21.58586674,-0.401723363,303.844879,0.279810933,-0.013644111,11.02438986,1.11E-02
55.21840614,-0.00027134,0.000619778,0.469302437,0.001844876,-1.570178182,21.6309218,-0.403035049,304.9044956,0.280874988,-0.013678976,11.04359623,1.11E-02
55.31443815,-0.000306861,0.00062873,0.469572247,1.91E-03,-1.570171997,21.67600277,-0.404350215,305.9659565,0.281940178,-0.013715092,11.06280259,1.11E-02
55.41047016,-0.000342626,0.000636735,0.469842057,1.98E-03,-1.570159779,21.72110965,-0.405668993,307.0292619,0.283006489,-0.013752482,11.08200895,1.11E-02
55.50650217,-0.000378609,0.000643786,0.470111867,2.05E-03,-1.570141355,21.76624243,-0.40699151,308.0944117,0.284073923,-0.013791161,11.10121531,1.11E-02
55.60253418,-0.000414783,0.000649874,0.470381677,0.002114522,-1.570116589,21.81140113,-0.408317889,309.1614059,0.285142494,-0.013831136,11.12042167,1.11E-02
55.69856619,-0.000451122,0.000654995,0.470651487,0.002182218,-1.570085386,21.85658573,-0.409648247,310.2302446,0.286212233,-0.013872403,11.13962803,1.11E-02
55.7945982,-0.000487599,0.000659141,0.470921296,0.002249037,-1.570047694,21.90179624,-0.410982698,311.3009277,0.287283182,-0.013914952,11.15883438,1.12E-02
55.89063021,-0.000524186,0.000662308,0.471191106,0.002314489,-1.5700035,21.94703265,-0.41232135,312.3734552,0.288355402,-0.013958762,11.17804072,1.12E-02
55.98666222,-0.000560857,0.000664493,0.471460915,0.002378089,-1.569952832,21.99229498,-0.413664306,313.4478271,0.289428965,-0.014003802,11.19724707,1.12E-02
56.08269423,-0.000597585,0.000665692,0.471730724,0.002439359,-1.569895758,22.03758321,-0.415011664,314.5240435,0.29050396,-0.014050035,11.21645341,0.011202228
56.17872624,-0.000634343,0.000665903,0.472000533,0.002497822,-1.569832386,22.08289736,-0.416363518,315.6021043,0.291580487,-0.014097413,11.23565975,0.011220424
56.27475825,-0.000671103,0.000665125,0.472270342,0.002553009,-1.569762867,22.12823741,-0.417719959,316.6820095,0.292658665,-0.014145879,11.25486608,0.011239877
56.37079026,-0.000707838,0.000663358,0.472540151,0.002604451,-1.569687391,22.17360338,-0.419081068,317.7637591,0.293738624,-0.014195369,11.27407241,0.01126069
56.46682227,-0.000744521,0.000660602,0.472809959,0.002651688,-1.569606187,22.21899526,-0.420446928,318.8473532,0.29482051,-0.014245807,11.29327874,0.011282959
56.56285428,-0.000781124,0.000656858,0.473079768,0.002694262,-1.569519529,22.26441306,-0.421817611,319.9327917,0.295904484,-0.014297111,11.31248506,0.011306783
56.6588863,-0.00081762,0.000652128,0.473349576,0.002731718,-1.569427727,22.30985676,-0.423193188,321.0200746,0.296990719,-0.014349188,11.33169138,0.011332255
56.75491831,-0.000853981,0.000646416,0.473619385,0.002763609,-1.569331134,22.35532639,-0.424573723,322.1092019,0.298079406,-0.014401937,11.35089769,0.011359468
56.85095032,-0.00089018,0.000639725,0.473889193,0.002789489,-1.569230143,22.40082193,-0.425959279,323.2001736,0.299170748,-0.014455248,11.370104,0.011388511
56.94698233,-0.000926188,0.000632059,0.474159001,0.002808919,-1.569125188,22.44634339,-0.427349909,324.2929898,0.300264963,-0.014509002,11.3893103,0.011419472
57.04301434,-0.000961979,0.000623426,0.474428809,0.002821463,-1.569016743,22.49189077,-0.428745665,325.3876504,0.301362285,-0.01456307,11.4085166,0.011452436
57.13904635,-0.000997524,0.00061383,0.474698617,0.00282669,-1.568905323,22.53746408,-0.430146592,326.4841554,0.302462959,-0.014617316,11.4277229,0.011487487
57.23507836,-0.001032794,0.00060328,0.474968425,0.002824172,-1.568791484,22.58306331,-0.431552733,327.5825048,0.303567249,-0.014671594,11.44692919,0.011524707
57.33111037,-0.001067763,0.000591784,0.475238233,0.002813488,-1.568675821,22.62868846,-0.432964123,328.6826986,0.304675431,-0.014725748,11.46613548,0.011564173
57.42714238,-0.001102402,0.000579349,0.475508041,0.002794219,-1.568558971,22.67433954,-0.434380794,329.7847369,0.305787794,-0.014779615,11.48534176,0.011605962
57.52317439,-0.001136689,0.000565983,0.475777849,0.002766226,-1.568441222,22.72001655,-0.435802639,330.8886196,0.306904304,-0.014833087,11.50454803,0.011650112
57.6192064,-0.001170602,0.00055169,0.476047657,0.002729572,-1.568323028,22.7657195,-0.43722951,331.9943466,0.30802497,-0.014886018,11.52375431,0.011696595
57.71523841,-0.001204111,0.000536479,0.476317464,0.00268422,-1.568205206,22.81144838,-0.438661343,333.1019182,0.309150088,-0.014938198,11.54296058,0.01174538
57.81127042,-0.001237188,0.000520361,0.476587272,0.002630167,-1.568088546,22.8572032,-0.440098061,334.2113341,0.31027994,-0.014989429,11.56216684,0.011796424
57.90730243,-0.001269805,0.000503346,0.47685708,0.002567454,-1.567973806,22.90298396,-0.441539571,335.3225944,0.311414791,-0.015039517,11.58137311,0.01184968
58.00333444,-0.001301935,0.000485446,0.477126888,0.00249616,-1.567861718,22.94879066,-0.44298577,336.4356992,0.312554891,-0.015088279,11.60057937,0.011905087
58.09936646,-0.001333549,0.000466672,0.477396695,0.002416402,-1.567752984,22.99462331,-0.444436536,337.5506483,0.313700474,-0.01513554,11.61978563,0.011962579
58.19539847,-0.001364623,0.000447038,0.477666503,0.00232834,-1.567648277,23.0404819,-0.445891738,338.6674419,0.314851759,-0.015181134,11.63899188,0.012022079
58.29143048,-0.001395131,0.000426557,0.477936311,0.002232171,-1.567548241,23.08636644,-0.447351227,339.7860799,0.316008949,-0.015224902,11.65819814,0.012083503
58.38746249,-0.001425048,0.000405244,0.47820612,0.002128132,-1.567453492,23.13227692,-0.448814843,340.9065623,0.317172232,-0.015266695,11.67740439,0.012146757
58.4834945,-0.001454348,0.000383112,0.478475928,0.002016501,-1.567364615,23.17821335,-0.450282412,342.0288892,0.318341778,-0.015306371,11.69661065,0.012211738
58.57952651,-0.001483009,0.000360179,0.478745736,0.001897593,-1.567282168,23.22417572,-0.451753744,343.1530604,0.319517745,-0.015343798,11.7158169,0.012278334
58.67555852,-0.001511007,0.000336459,0.479015544,0.001771764,-1.56720668,23.27016403,-0.453228637,344.2790761,0.320700272,-0.01537885,11.73502315,0.012346426
58.77159053,-0.00153832,0.000311971,0.479285353,0.001639411,-1.56713865,23.31617829,-0.454706875,345.4069361,0.321889485,-0.015411412,11.7542294,0.012415885
58.86762254,-0.001564924,0.000286731,0.479555162,0.001500969,-1.567078549,23.36221849,-0.456188228,346.5366406,0.323085494,-0.015441377,11.77343565,0.012486573
58.96365455,-0.0015908,0.000260758,0.479824971,0.001356912,-1.567026818,23.40828463,-0.457672451,347.6681895,0.32428839,-0.015468645,11.7926419,0.012558342
59.05968656,-0.001615926,0.000234071,0.48009478,0.001207755,-1.56698387,23.45437671,-0.459159286,348.8015829,0.325498254,-0.015493125,11.81184815,0.012631038
59.15571857,-0.001640281,0.00020669,0.480364589,0.001054052,-1.566950089,23.50049472,-0.460648462,349.9368206,0.326715146,-0.015514736,11.8310544,0.012704497
59.25175058,-0.001663847,0.000178636,0.480634398,0.000896396,-1.566925829,23.54663866,-0.462139693,351.0739027,0.327939114,-0.015533403,11.85026065,0.012778545
59.34778259,-0.001686603,0.000149929,0.480904208,0.000735421,-1.566911418,23.59280852,-0.463632679,352.2128293,0.329170189,-0.015549061,11.8694669,0.012853
59.4438146,-0.001708532,0.000120591,0.481174018,0.000571799,-1.566907151,23.63900431,-0.465127108,353.3536003,0.330408387,-0.015561654,11.88867316,0.012927672
59.53984662,-0.001729615,9.06E-05,0.481443828,0.000406243,-1.566913297,23.68522602,-0.466622651,354.4962157,0.331653707,-0.015571132,11.90787941,0.013002361
59.63587863,-0.001749835,6.01E-05,0.481713639,0.000239504,-1.566930094,23.73147365,-0.468118968,355.6406755,0.332906134,-0.015577455,11.92708567,0.013076858
59.73191064,-0.001769176,2.90E-05,0.481983449,7.24E-05,-1.566957755,23.77774718,-0.469615704,356.7869797,0.334165637,-0.015580592,11.94629193,0.013150948
59.82794265,-0.001787622,-2.61E-06,0.48225326,-9.43E-05,-1.566996458,23.82404661,-0.47111249,357.9351284,0.335432168,-0.015580519,11.96549819,0.013224403
59.92397466,-0.001805156,-3.47E-05,0.482523072,-0.000259693,-1.567046358,23.87037194,-0.472608942,359.0851214,0.336705665,-0.015577223,11.98470446,0.013296989
60.02000667,-0.001821764,-6.74E-05,0.482792883,-0.000422867,-1.56710758,23.91672317,-0.474104679,360.2369589,0.337986051,-0.015570694,12.00391073,0.013368466
60.11603868,-0.001837437,-0.000100465,0.483062695,-0.000583557,-1.567180288,23.96310028,-0.47559981,361.3906408,0.339273269,-0.015560887,12.023117,0.013438692
60.21207069,-0.001852162,-0.000134004,0.483332508,-0.000741119,-1.567264268,24.00950326,-0.477094188,362.5461671,0.340567168,-0.015547879,12.04232327,0.013507471
60.3081027,-0.001865922,-0.00016796,0.48360232,-0.000894593,-1.56735915,24.05593213,-0.478587415,363.7035378,0.341867552,-0.015531808,12.06152955,0.01357456
60.40413471,-0.001878702,-0.000202306,0.483872133,-0.00104307,-1.567464541,24.10238687,-0.480079117,364.862753,0.343174213,-0.015512816,12.08073583,0.013639727
60.50016672,-0.001890489,-0.000237014,0.484141946,-0.001185691,-1.567580021,24.14886749,-0.481568944,366.0238125,0.344486934,-0.015491051,12.09994212,0.013702757
60.59619873,-0.001901269,-0.000272057,0.48441176,-0.001321647,-1.567705146,24.19537398,-0.483056571,367.1867165,0.345805492,-0.015466665,12.11914841,0.013763445
60.69223074,-0.001911029,-0.000307405,0.484681574,-0.00145018,-1.567839446,24.24190635,-0.484541699,368.3514649,0.347129651,-0.015439817,12.13835471,0.013821602
60.78826275,-0.00191976,-0.000343032,0.484951389,-0.001570584,-1.567982426,24.28846459,-0.486024053,369.5180577,0.348459166,-0.015410669,12.15756101,0.013877051
60.88429476,-0.00192745,-0.000378908,0.485221203,-0.001682202,-1.568133564,24.33504871,-0.487503384,370.6864949,0.349793786,-0.015379392,12.17676732,0.013929628
60.98032678,-0.001934091,-0.000415006,0.485491018,-0.001784426,-1.568292317,24.3816587,-0.488979465,371.8567766,0.351133248,-0.015346158,12.19597363,0.013979184
61.07635879,-0.001939675,-0.000451296,0.485760834,-0.001876702,-1.568458113,24.42829457,-0.490452096,373.0289027,0.35247728,-0.015311148,12.21517995,0.014025582
61.1723908,-0.001944195,-0.000487751,0.48603065,-0.001958525,-1.568630355,24.47495631,-0.491921102,374.2028732,0.353825602,-0.015274546,12.23438627,0.0140687
61.26842281,-0.001947645,-0.000524342,0.486300466,-0.002029439,-1.568808424,24.52164394,-0.493386332,375.3786881,0.355177922,-0.015236542,12.25359259,0.014108427
61.36445482,-0.00195002,-0.000561039,0.486570283,-0.002089041,-1.568991673,24.56835744,-0.494847661,376.5563475,0.356533943,-0.015197331,12.27279892,0.014144667
61.46048683,-0.001951315,-0.000597815,0.4868401,-0.002136977,-1.569179429,24.61509682,-0.496304986,377.7358512,0.357893355,-0.015157115,12.29200526,0.014177338
61.55651884,-0.001951529,-0.00063464,0.487109917,-0.002172944,-1.569370997,24.66186209,-0.497758233,378.9171994,0.359255841,-0.015116098,12.3112116,0.014206371
61.65255085,-0.001950658,-0.000671486,0.487379735,-0.00219669,-1.569565653,24.70865325,-0.499207349,380.100392,0.360621073,-0.015074493,12.33041794,0.014231708
61.74858286,-0.001948703,-0.000708323,0.487649553,-0.002208012,-1.569762652,24.7554703,-0.500652307,381.2854291,0.361988715,-0.015032515,12.34962429,0.014253309
61.84461487,-0.001945663,-0.000745122,0.487919371,-0.00220676,-1.56996122,24.80231324,-0.502093106,382.4723105,0.363358422,-0.014990388,12.36883064,0.014271143
61.94064688,-0.001941539,-0.000781854,0.48818919,-0.002192832,-1.57016056,24.84918208,-0.50352977,383.6610364,0.364729839,-0.014948337,12.38803699,0.014285194
62.03667889,-0.001936334,-0.000818489,0.488459009,-0.002166178,-1.570359848,24.89607682,-0.504962345,384.8516067,0.366102602,-0.014906596,12.40724335,0.014295462
62.1327109,-0.00193005,-0.000854997,0.488728829,-0.002126799,-1.570558238,24.94299747,-0.506390905,386.0440215,0.367476337,-0.014865402,12.42644971,0.014301956
62.22874291,-0.001922692,-0.000891351,0.488998649,-0.002074745,-1.570754854,24.98994403,-0.507815547,387.2382807,0.368850662,-0.014824999,12.44565608,0.014304701
62.32477492,-0.001914265,-0.000927518,0.489268469,-0.002010117,-1.5709488,25.03691651,-0.509236393,388.4343842,0.370225185,-0.014785634,12.46486244,0.014303735
62.42080694,-0.001904774,-0.000963471,0.48953829,-0.001933067,-1.571139151,25.08391491,-0.510653591,389.6323323,0.371599505,-0.014747562,12.48406881,0.014299109
62.51683895,-0.001894228,-0.000999179,0.48980811,-0.001843798,-1.571324957,25.13093924,-0.512067312,390.8321247,0.372973212,-0.014711042,12.50327518,0.014290889
62.61287096,-0.001882635,-0.001034612,0.490077932,-0.001742563,-1.571505246,25.1779895,-0.513477753,392.0337616,0.374345887,-0.014676337,12.52248155,0.014279152
62.70890297,-0.001870003,-0.00106974,0.490347753,-0.001629664,-1.571679017,25.2250657,-0.514885137,393.2372429,0.375717099,-0.014643719,12.54168792,0.01426399
62.80493498,-0.001856343,-0.001104532,0.490617575,-0.001505457,-1.571845246,25.27216785,-0.516289709,394.4425686,0.377086413,-0.014613461,12.56089429,0.014245507
62.90096699,-0.001841665,-0.001138962,0.490887397,-0.001370276,-1.572003057,25.31929595,-0.517691662,395.6497387,0.378453507,-0.014585812,12.58010066,0.014223812
62.996999,-0.00182597,-0.001173009,0.491157219,-0.001224413,-1.572152281,25.36645,-0.519090961,396.8587533,0.379818544,-0.014560884,12.59930703,0.014199026
63.09303101,-0.00180927,-0.001206644,0.491427041,-0.001068646,-1.572292234,25.41363001,-0.520487914,398.0696123,0.381181247,-0.014538859,12.6185134,0.014171381
63.18906302,-0.001791576,-0.001239836,0.491696864,-0.000903803,-1.572422206,25.46083596,-0.521882877,399.2823157,0.382541299,-0.014519919,12.63771977,0.014141117
63.28509503,-0.001772899,-0.001272554,0.491966687,-0.000730715,-1.572541552,25.50806786,-0.523276205,400.4968636,0.383898411,-0.014504229,12.65692614,0.014108475
63.38112704,-0.001753253,-0.00130477,0.49223651,-0.000550216,-1.572649686,25.55532569,-0.524668255,401.7132559,0.385252321,-0.014491939,12.67613251,1.41E-02
63.47715905,-0.001732651,-0.001336455,0.492506333,-0.000363139,-1.572746084,25.60260947,-0.526059382,402.9314926,0.386602796,-0.014483183,12.69533887,1.40E-02
63.57319106,-0.001711108,-0.001367581,0.492776156,-0.000170323,-1.572830288,25.64991918,-0.527449943,404.1515737,0.387949632,-0.014478077,12.71454524,1.40E-02
63.66922307,-0.001688639,-0.001398119,0.493045979,2.74E-05,-1.572901898,25.69725483,-0.528840296,405.3734993,0.389292652,-0.014476722,12.7337516,1.40E-02
63.76525509,-0.001665261,-0.001428045,0.493315803,0.000229175,-1.57296058,25.7446164,-0.530230797,406.5972692,0.390631708,-0.014479204,12.75295796,1.39E-02
63.8612871,-0.00164099,-0.00145733,0.493585626,0.000434173,-1.57300606,25.7920039,-0.531621806,407.8228837,0.391966679,-0.014485591,12.77216431,1.39E-02
63.95731911,-0.001615844,-0.001485951,0.49385545,0.000641546,-1.573038127,25.83941732,-0.533013679,409.0503425,0.393297472,-0.014495937,12.79137067,1.38E-02
64.05335112,-0.001589841,-0.001513883,0.494125274,0.000850449,-1.573056632,25.88685666,-0.534406776,410.2796457,0.394624024,-0.014510277,12.81057701,1.38E-02
64.14938313,-0.001563002,-0.001541101,0.494395097,0.001060032,-1.57306149,25.93432191,-0.535801456,411.5107934,0.395946298,-0.014528633,12.82978336,1.37E-02
64.24541514,-0.001535346,-0.001567582,0.494664921,0.001269446,-1.573052676,25.98181308,-0.537198079,412.7437855,0.397264286,-0.014551007,12.8489897,0.01370433
64.34144715,-0.001506893,-0.001593303,0.494934745,0.00147784,-1.573030229,26.02933016,-0.538597003,413.9786221,0.398578009,-0.014577389,12.86819604,0.013661458
64.43747916,-0.001477667,-0.001618243,0.495204568,0.00168436,-1.572994249,26.07687314,-0.539998591,415.215303,0.399887514,-0.014607751,12.88740237,0.013619107
64.53351117,-0.001447689,-0.001642379,0.495474392,0.00188815,-1.5729449,26.12444202,-0.541403201,416.4538284,0.401192877,-0.014642049,12.9066087,0.01357752
64.62954318,-0.001416982,-0.001665692,0.495744215,0.002088353,-1.572882406,26.1720368,-0.542811196,417.6941982,0.402494204,-0.014680221,12.92581502,0.01353694
64.72557519,-0.001385572,-0.001688161,0.496014039,0.002284111,-1.572807057,26.21965747,-0.544222937,418.9364124,0.403791627,-0.014722193,12.94502134,0.013497608
64.8216072,-0.001353482,-0.001709766,0.496283862,0.002474561,-1.5727192,26.26730404,-0.545638785,420.180471,0.405085306,-0.01476787,12.96422765,0.013459768
64.91763921,-0.001320738,-0.00173049,0.496553685,0.002658841,-1.57261925,26.31497649,-0.547059103,421.4263741,0.40637543,-0.014817146,12.98343396,0.013423663
65.01367122,-0.001287368,-0.001750313,0.496823508,0.002836087,-1.57250768,26.36267482,-0.548484254,422.6741216,0.407662215,-0.014869895,13.00264026,0.013389536
65.10970323,-0.001253398,-0.001769219,0.497093331,3.01E-03,-1.572385028,26.41039904,-0.549914601,423.9237135,0.408945908,-0.014925975,13.02184655,0.013357629
65.20573525,-0.001218856,-0.001787192,0.497363153,0.003166004,-1.572251894,26.45814912,-0.551350507,425.1751498,0.41022678,-0.014985231,13.04105284,0.013328187
65.30176726,-0.001183772,-0.001804213,0.497632976,0.003316937,-1.572108938,26.50592508,-0.552792336,426.4284305,0.411505134,-0.015047489,13.06025913,0.013301453
65.39779927,-0.001148175,-0.00182027,0.497902798,0.003457396,-1.571956828,26.55372691,-0.554240423,427.6835557,0.412781258,-0.01511257,13.0794654,0.013277664
65.49383128,-0.001112083,-0.001835351,0.49817262,0.003587038,-1.57179579,26.6015546,-0.555694782,428.9405252,0.414055083,-0.015180369,13.09867168,0.013256964
65.58986329,-0.001075525,-0.001849439,0.498442442,0.003705443,-1.571626682,26.64940817,-0.557155608,430.1993392,0.415326892,-0.015250642,13.11787794,0.013239478
65.6858953,-0.001038533,-0.001862519,0.498712263,0.003812154,-1.571450537,26.69728762,-0.558623158,431.4599976,0.416597091,-0.015323112,13.1370842,0.013225329
65.78192731,-0.001001137,-0.001874576,0.498982084,0.003906771,-1.571268368,26.74519295,-0.560097665,432.7225004,0.417866077,-0.015397507,13.15629046,0.013214624
65.87795932,-0.00096337,-0.001885596,0.499251905,0.003988956,-1.571081167,26.79312417,-0.561579332,433.9868477,0.41913424,-0.015473558,13.17549671,0.013207457
65.97399133,-0.000925262,-0.001895567,0.499521725,0.004058429,-1.570889907,26.8410813,-0.563068338,435.2530393,0.420401967,-0.015551002,13.19470295,0.013203905
66.07002334,-0.000886845,-0.001904477,0.499791545,0.004114971,-1.570695541,26.88906432,-0.564564834,436.5210754,0.421669635,-0.015629579,13.2139092,0.013204031
66.16605535,-0.000848152,-0.001912316,0.500061365,0.004158423,-1.570499003,26.93707326,-0.566068945,437.7909559,0.422937615,-0.015709035,13.23311543,0.013207882
66.26208736,-0.000809213,-0.001919074,0.500331184,0.004188686,-1.570301204,26.98510811,-0.567580771,439.0626808,0.424206272,-0.015789119,13.25232167,0.013215489
66.35811937,-0.000770062,-0.001924743,0.500601004,0.004205719,-1.570103038,27.03316888,-0.569100385,440.3362501,0.425475965,-0.015869586,13.2715279,0.013226871
66.45415138,-0.00073073,-0.001929315,0.500870822,0.004209544,-1.569905379,27.08125556,-0.570627832,441.6116638,0.426747045,-0.015950194,13.29073413,0.013242029
66.55018339,-0.000691249,-0.001932784,0.50114064,0.00420024,-1.569709079,27.12936818,-0.572163132,442.8889219,0.428019859,-0.016030706,13.30994035,0.013260951
66.64621541,-0.000651652,-0.001935146,0.501410458,0.004177947,-1.569514971,27.17750672,-0.573706279,444.1680245,0.429294744,-0.016110891,13.32914657,0.013283607
66.74224742,-0.000611972,-0.001936396,0.501680276,0.004142866,-1.569323869,27.2256712,-0.575257239,445.4489714,0.430572032,-0.016190521,13.34835279,0.013309954
66.83827943,-0.00057224,-0.001936532,0.501950093,0.004095255,-1.569136565,27.27386161,-0.576815954,446.7317628,0.43185205,-0.016269373,13.36755901,0.013339934
66.93431144,-0.00053249,-0.001935551,0.50221991,0.004035435,-1.568953833,27.32207797,-0.578382338,448.0163985,0.433135116,-0.016347227,13.38676523,0.013373473
67.03034345,-0.000492755,-0.001933453,0.502489726,0.003963786,-1.568776427,27.37032026,-0.579956278,449.3028787,0.434421543,-0.01642387,13.40597144,0.013410483
67.12637546,-0.000453066,-0.001930238,0.502759542,0.003880745,-1.568605078,27.4185885,-0.581537637,450.5912033,0.435711636,-0.016499092,13.42517766,0.013450859
67.22240747,-0.000413459,-0.001925907,0.503029358,0.003786814,-1.568440502,27.46688268,-0.583126248,451.8813723,0.437005695,-0.016572688,13.44438387,0.013494483
67.31843948,-0.000373964,-0.001920464,0.503299173,0.00368255,-1.56828339,27.5152028,-0.584721922,453.1733858,0.438304013,-0.016644457,13.46359008,0.01354122
67.41447149,-0.000334617,-0.001913912,0.503568987,0.003568573,-1.568134417,27.56354888,-0.586324439,454.4672436,0.439606876,-0.016714203,13.4827963,0.01359092
67.5105035,-0.00029545,-0.001906255,0.503838802,0.003445562,-1.567994236,27.6119209,-0.587933558,455.7629458,0.440914563,-0.016781735,13.50200251,0.013643421
67.60653551,-0.000256497,-0.001897499,0.504108615,0.003314255,-1.56786348,27.66031888,-0.589549005,457.0604925,0.442227348,-0.016846864,13.52120873,0.013698541
67.70256752,-0.000217791,-0.001887651,0.504378429,0.003175451,-1.567742763,27.7087428,-0.591170486,458.3598835,0.443545498,-0.01690941,13.54041494,0.013756087
67.79859953,-0.000179366,-0.001876719,0.504648242,0.003030008,-1.567632678,27.75719267,-0.592797677,459.661119,0.444869271,-0.016969193,13.55962116,0.013815848
67.89463154,-0.000141256,-0.001864713,0.504918055,0.002878845,-1.567533799,27.80566849,-0.594430227,460.9641989,0.446198922,-0.01702604,13.57882738,0.0138776
67.99066355,-0.000103488,-0.001851639,0.505187867,0.00272254,-1.56744666,27.85417026,-0.59606805,462.2691232,0.447534626,-0.017079775,13.5980336,0.013941163
68.08669557,-6.61E-05,-0.001837506,0.505457679,0.002561399,-1.567371488,27.90269797,-0.597711291,463.5758919,0.44887643,-0.017130299,13.61723982,0.014006389
68.18272758,-2.91E-05,-0.001822323,0.505727491,0.00239653,-1.567308292,27.95125162,-0.59935953,464.884505,0.450224465,-0.017177595,13.63644605,0.014073002
68.27875959,7.49E-06,-0.001806099,0.505997302,0.002229018,-1.567257042,27.9998312,-0.601012347,466.1949626,0.451578843,-0.017221658,13.65565228,0.01414073
68.3747916,4.36E-05,-0.001788846,0.506267113,0.002059902,-1.567217671,28.0484367,-0.602669337,467.5072645,0.452939661,-0.017262491,13.67485852,0.014209313
68.47082361,7.92E-05,-0.001770576,0.506536923,0.001890177,-1.567190072,28.09706811,-0.60433011,468.8214109,0.454306998,-0.017300107,13.69406476,0.014278501
68.56685562,0.00011423,-0.001751301,0.506806734,0.001720793,-1.567174101,28.14572544,-0.605994293,470.1374017,0.455680913,-0.017334529,13.713271,0.014348052
68.66288763,0.000148712,-0.001731037,0.507076544,0.001552653,-1.567169579,28.19440867,-0.607661528,471.4552369,0.457061449,-0.017365789,13.73247725,0.014417735
68.75891964,0.00018259,-0.001709796,0.507346353,0.001386617,-1.567176284,28.2431178,-0.60933147,472.7749165,0.458448629,-0.017393927,13.75168351,0.014487326
68.85495165,0.000215834,-0.001687596,0.507616163,0.001223497,-1.56719396,28.29185283,-0.611003793,474.0964405,0.459842459,-0.017418995,13.77088977,0.014556614
68.95098366,0.000248413,-0.001664453,0.507885972,0.001064062,-1.567222313,28.34061376,-0.612678185,475.419809,0.461242927,-0.017441054,13.79009604,0.014625397
69.04701567,0.000280298,-0.001640385,0.508155781,0.000909035,-1.567261008,28.38940057,-0.61435435,476.7450218,0.462650002,-0.017460173,13.80930231,0.01469348
69.14304768,0.000311461,-0.001615409,0.508425589,0.000759094,-1.567309676,28.43821327,-0.616032006,478.0720791,0.464063636,-0.017476432,13.82850859,0.01476068
69.23907969,0.000341872,-0.001589545,0.508695398,0.00061487,-1.567367907,28.48705186,-0.617710889,479.4009808,0.465483763,-0.017489918,13.84771488,0.014826824
69.3351117,0.000371506,-0.001562813,0.508965206,0.000476951,-1.567435256,28.53591632,-0.619390748,480.7317269,0.466910298,-0.017500732,13.86692117,0.014891746
69.43114371,0.000400336,-0.001535235,0.509235014,0.00034588,-1.567511237,28.58480666,-0.62107135,482.0643174,0.468343138,-0.017508979,13.88612747,0.014955293
69.52717573,0.000428337,-0.001506833,0.509504822,0.000222151,-1.56759533,28.63372289,-0.622752474,483.3987524,0.469782163,-0.017514778,13.90533377,0.01501732
69.62320774,0.000455483,-0.00147763,0.509774629,0.000106218,-1.567686972,28.68266498,-0.624433919,484.7350318,0.471227233,-0.017518255,13.92454008,0.01507769
69.71923975,0.000481752,-0.001447649,0.510044437,-1.52E-06,-1.567785568,28.73163296,-0.626115495,486.0731556,0.472678193,-0.017519545,13.9437464,0.015136278
